date,F0_cautious_behaviour,F1_perception_advice,F2_applicability_usefullness_advice
2020-11-20,0.8012128165310823,0.6657034570817898,0.7680592333723162
2020-11-21,0.7957520765282806,0.6946579136795248,0.7730230434665933
2020-11-22,0.8054372477389736,0.6817113528897838,0.7578030694604576
2020-11-23,0.7869417251317956,0.677917912686008,0.7447115384615385
2020-11-24,0.7843985906510947,0.6806616815860093,0.7569822203495802
2020-11-25,0.8128826938854675,0.7037305597923768,0.7752115762351879
2020-11-26,0.7981516248781014,0.6857445511118009,0.7666684350767924
2020-11-27,0.7928451079493876,0.6799434879720468,0.7694021404691933
2020-11-28,0.7901346164240124,0.6869680264544356,0.784511186709388
2020-11-29,0.797920992019179,0.7139753530950692,0.7767914865753369
2020-11-30,0.796396830063724,0.700412588608362,0.7790680231183047
2020-12-01,0.7854983140977978,0.6914464267886151,0.7580827113044827
2020-12-02,0.7950691494524598,0.6824067384467892,0.7808343487552142
2020-12-03,0.8042887189743525,0.6981942588298657,0.7729305140337579
2020-12-04,0.8051829537515474,0.6729645769135577,0.7356376460883268
2020-12-05,0.7873620499373967,0.656388601197527,0.7300798263624585
2020-12-06,0.7852496850191896,0.6824050090253646,0.7602556797714808
2020-12-07,0.8075464686478275,0.678782403437953,0.7595227785922383
2020-12-08,0.8006459200259259,0.6770380398882444,0.7585910652920962
2020-12-09,0.8246371563782361,0.7014759904605379,0.7688954760149193
2020-12-10,0.8159514355418163,0.6940621490571488,0.7725153669053146
2020-12-11,0.8146376235594767,0.7161013472732801,0.7873470016038107
2020-12-12,0.8297484620653005,0.7142328756027387,0.7885947612521114
2020-12-13,0.8413195344841661,0.7348290175177812,0.7972634759414083
2020-12-14,0.8366607965402302,0.6951720821757449,0.7905436784240384
2020-12-15,0.8246011809332828,0.7183645577018097,0.7853090220377232
2020-12-16,0.8319722856292056,0.7100723114389658,0.7693899108489921
2020-12-17,0.8408611235550147,0.7166176442792512,0.7902286100651669
2020-12-18,0.8439412424514773,0.7301539676091826,0.8085013594862414
2020-12-19,0.8339212459427526,0.7025640387831367,0.7898317995732618
2020-12-20,0.8517964969131273,0.7036483114678226,0.7845165213775918
2020-12-21,0.8383679544776371,0.6809939803413099,0.7932785768167776
2020-12-22,0.8452385431781702,0.7285013217979877,0.7990136505264617
2020-12-23,0.8226839756599469,0.7067164278916909,0.7886776953168878
2020-12-24,0.8145513833398501,0.6893563842347119,0.793010752688172
2020-12-25,0.8074169486418301,0.7279965667123657,0.8109049992179233
2020-12-26,0.8249658233280681,0.7014889424255086,0.7875645086850392
2020-12-27,0.8209297812690909,0.721435992371351,0.7928929922150597
2020-12-28,0.831216432543204,0.7092882322872001,0.8028219931523111
2020-12-29,0.8222675373427938,0.7210078146079231,0.7792398285839688
2020-12-30,0.8847710945143278,0.7720827850758979,0.8447712418300652
2020-12-31,0.8782306757875794,0.7701645913850933,0.8169104217443809
2021-01-01,0.8866670523877321,0.7895647239946225,0.7996031746031745
2021-01-02,0.8125895382283059,0.7025126899853059,0.8152452180837693
2021-01-03,0.8330797492156569,0.7271795594804671,0.8064692682089631
2021-01-04,0.8412497492538819,0.7117171975020613,0.7972483361521038
2021-01-05,0.8515826253536106,0.7283456618596384,0.7929258964678915
2021-01-06,0.838055174437037,0.7312125490712907,0.8111781765838859
2021-01-07,0.8477188457215469,0.7272481898963045,0.785043326244316
2021-01-08,0.8466646413760449,0.7303493230365309,0.799191799418427
2021-01-09,0.854779584038592,0.7498796815071674,0.8159619074793328
2021-01-10,0.8602397354324834,0.7416272623435981,0.7967659258049162
2021-01-11,0.8505517945947315,0.7210489321071453,0.7963527768771617
2021-01-12,0.8624720246340994,0.7578367688906262,0.8091377329058113
2021-01-13,0.8506702721368604,0.7218420727647855,0.7867355383939575
2021-01-14,0.8609011799040843,0.7427114817590671,0.7931796610760495
2021-01-15,0.8565170535416228,0.7260943407729763,0.7992954698732588
2021-01-16,0.8676523651472733,0.7445694714386141,0.8094427067895862
2021-01-17,0.8588830713789067,0.7397187600250767,0.81238454113699
2021-01-18,0.849260949491935,0.7406143929458453,0.794183943548395
2021-01-19,0.8579913608369354,0.7315043508207103,0.8169714291510589
2021-01-20,0.8615094309836935,0.7097011716491468,0.7819971870604782
2021-01-21,0.8703545315371647,0.7648167342351134,0.7995439469320066
2021-01-22,0.8541692587892301,0.7393023047021846,0.8133784046653821
2021-01-23,0.8463735225764545,0.7243139260080916,0.7852794810190253
2021-01-24,0.8637629274944328,0.7446285071153239,0.7973665268029192
2021-01-25,0.849688134390725,0.7376204080767517,0.8092415280268708
2021-01-26,0.8496838504743094,0.7359901577405118,0.7914633484471996
2021-01-27,0.8627231934437862,0.737688778957732,0.7972168143660664
2021-01-28,0.8377086968761983,0.7229265207458511,0.828715411670272
2021-01-29,0.8626860742446557,0.74809326213984,0.8139108750699322
2021-01-30,0.8144283258474563,0.682951813378689,0.7912325724254926
2021-01-31,0.8481915557205789,0.7255183116158841,0.8007224497854459
