date,F0_cautious_behaviour,F1_perception_advice
2020-07-21,0.7494680296587762,0.7213756882662001
2020-07-22,0.7446363775399597,0.7196183805278221
2020-07-23,0.7217574445495836,0.7297433024825927
2020-07-24,0.7382762739285366,0.7006284276309663
2020-07-25,0.7499642130609441,0.7436789157477643
2020-07-26,0.7298904430805135,0.725504489463154
2020-07-27,0.7613974029282378,0.7318324754637445
2020-07-28,0.7475828562133758,0.7396286363409613
2020-07-29,0.7339035698938345,0.7522023438749025
2020-07-30,0.7486058649087098,0.724982679418153
2020-07-31,0.7444790058844909,0.7303676238888062
2020-08-01,0.7406482065854174,0.7184300946817724
2020-08-02,0.748427809811319,0.7336344862839753
2020-08-03,0.7465429450718468,0.7207962397764972
2020-08-04,0.7601272651607783,0.7148658865397961
2020-08-05,0.7597258041228415,0.7349252809841109
2020-08-06,0.783441337321955,0.7305753528879126
2020-08-07,0.7799730090467597,0.7318788637380899
2020-08-08,0.7475805165971832,0.7504594805806305
2020-08-09,0.7596043958992874,0.7247880035830622
2020-08-10,0.7754445372903881,0.7347829384828966
2020-08-11,0.7649370478331086,0.7150873570501178
2020-08-12,0.7701282196778582,0.7221580611970281
2020-08-13,0.7899308543761097,0.7281382103218991
2020-08-14,0.7679257379070602,0.7168022332686815
2020-08-15,0.7675357519772043,0.7260241130807576
2020-08-16,0.7651106847608999,0.7457361155432902
2020-08-17,0.7875634754239766,0.7379595265607192
2020-08-18,0.7572908710164239,0.7103894853394893
2020-08-19,0.7652518167915857,0.7234573467906594
2020-08-20,0.7816938473620162,0.7448968369021304
2020-08-21,0.7771670076344683,0.7412016631201571
2020-08-22,0.793667807029592,0.7477553849757876
2020-08-23,0.7577932507585227,0.7143888770070315
2020-08-24,0.7722107146990296,0.7132149307384336
2020-08-25,0.7602703164579998,0.7143907493450393
2020-08-26,0.7776977610783342,0.727019996430782
2020-08-27,0.8076282495119345,0.7346437235938901
2020-08-28,0.7580454788307689,0.7289345807414621
2020-08-29,0.7757533694289366,0.7230225877211532
2020-08-30,0.7392663918555439,0.7399803358300706
2020-08-31,0.7707157027019176,0.7165692563009666
2020-09-01,0.780909610260947,0.7400672719999198
2020-09-02,0.7683134824585288,0.7227578367245127
2020-09-03,0.7941999589029463,0.7402266825145145
2020-09-04,0.7718525589907793,0.7081281445041608
2020-09-05,0.7537856838388193,0.7254375727582809
2020-09-06,0.7609918238953642,0.7414236555132836
2020-09-07,0.7714344013768438,0.7355742119039298
2020-09-08,0.7923976038520658,0.7277084439643364
2020-09-09,0.7709326647557633,0.7134825055071486
2020-09-10,0.7950793276111339,0.7454157901325107
2020-09-11,0.7946739797378296,0.7233895988893293
2020-09-12,0.7758636257238183,0.7163797338539187
2020-09-13,0.7693630434276939,0.7008439327833467
2020-09-14,0.7829202924322733,0.7352605258221616
2020-09-15,0.7683877648074239,0.7065038868116802
2020-09-16,0.8049318948853605,0.6960297327291204
2020-09-17,0.7997301192077393,0.7203091853237563
2020-09-18,0.7961275057915697,0.7005972632315309
2020-09-19,0.8004722966739983,0.6966325343223874
2020-09-20,0.798457993176992,0.6992289363599571
2020-09-21,0.8003113900801535,0.708743833379796
2020-09-22,0.7867262796642759,0.6786821097514565
2020-09-23,0.8130148906772585,0.7111974940916747
2020-09-24,0.7881688176278607,0.6786715751491208
2020-09-25,0.804509364598896,0.6818344035118811
2020-09-26,0.7880741203658294,0.6677618255557524
2020-09-27,0.7889580866534973,0.671429093205858
2020-09-28,0.7968892135497764,0.6841615331534173
2020-09-29,0.8010572593617548,0.6826176830878198
2020-09-30,0.8015583882710351,0.6951982448426967
2020-10-01,0.7911099762303061,0.6898918904759146
2020-10-02,0.7935093060402818,0.6811406833067916
2020-10-03,0.7642464244566332,0.68375648364368
2020-10-04,0.7758045076294134,0.6720335122088783
2020-10-05,0.7901293303976071,0.6902889537952658
2020-10-06,0.803112712938461,0.695636815910916
2020-10-07,0.8037283354672932,0.7015191291239518
2020-10-08,0.7949954889386781,0.7010860774347815
2020-10-09,0.7892509776788229,0.6886143504630433
2020-10-10,0.7907790607005848,0.7004585192100092
2020-10-11,0.7663718858171991,0.668698527327486
2020-10-12,0.7749090083642955,0.6841191976840417
2020-10-13,0.7707084741658067,0.6796505315373607
2020-10-14,0.7704768412189321,0.6695855862841961
2020-10-15,0.7818104126649188,0.6869630254748116
2020-10-16,0.7815221687664567,0.6635602909000679
2020-10-17,0.779436170093458,0.6904999408654439
2020-10-18,0.7845568857704569,0.6905158825209584
2020-10-19,0.777244215466151,0.6915699179240534
2020-10-20,0.796428077666522,0.6975456620575401
2020-10-21,0.8075850423795246,0.684622156473766
2020-10-22,0.7951417539302281,0.6823616354763877
2020-10-23,0.8055972894471212,0.6942704467238243
2020-10-24,0.8005416861590339,0.7076293183087163
2020-10-25,0.8092820627555899,0.6954601625774408
2020-10-26,0.8143172602603137,0.6836062620247759
2020-10-27,0.803301218010718,0.6786824466227054
2020-10-28,0.8119796829193794,0.6993197390763559
2020-10-29,0.8086353788199985,0.6994744947890236
2020-10-30,0.8157231299055392,0.6842297261048262
2020-10-31,0.805172740260125,0.6925068891282423
2020-11-01,0.8079917053561955,0.6990580820760821
2020-11-02,0.8230402466459347,0.7021961188257088
2020-11-03,0.8278187104774655,0.6874467009514816
2020-11-04,0.7867058226484667,0.6705808249315378
2020-11-05,0.8096809612962332,0.6976187753111684
2020-11-06,0.8212765392522278,0.7166527456851864
2020-11-07,0.8027166290829801,0.7083248743453535
2020-11-08,0.7873003844020814,0.6840414592739145
2020-11-09,0.8249717055013621,0.6894044259453866
2020-11-10,0.8033099102342127,0.6809007491148831
2020-11-11,0.8366885243373737,0.6898929662418009
2020-11-12,0.8017658272946769,0.6640577603169221
2020-11-13,0.8125844755920317,0.6476657001061156
2020-11-14,0.8061007116406147,0.6889952004198722
2020-11-15,0.8006757906742211,0.6738285912654526
2020-11-16,0.8007390419208292,0.6873832744763123
2020-11-17,0.8037715473680334,0.6917117163832279
2020-11-18,0.810499892864481,0.692436433525515
2020-11-19,0.8005433075124431,0.6601546580591573
2020-11-20,0.8012128165310823,0.6657034570817898
2020-11-21,0.7957520765282806,0.6946579136795248
2020-11-22,0.8054372477389736,0.6817113528897838
2020-11-23,0.7869417251317956,0.677917912686008
2020-11-24,0.7843985906510947,0.6806616815860093
2020-11-25,0.8128826938854675,0.7037305597923768
2020-11-26,0.7981516248781014,0.6857445511118009
2020-11-27,0.7928451079493876,0.6799434879720468
2020-11-28,0.7901346164240124,0.6869680264544356
2020-11-29,0.797920992019179,0.7139753530950692
2020-11-30,0.796396830063724,0.700412588608362
2020-12-01,0.7854983140977978,0.6914464267886151
