date,F0_cautious_behaviour,F1_perception_advice
2020-12-02,0.7950691494524598,0.6824067384467892
2020-12-03,0.8042887189743525,0.6981942588298657
2020-12-04,0.8051829537515474,0.6729645769135577
2020-12-05,0.7873620499373967,0.656388601197527
2020-12-06,0.7852496850191896,0.6824050090253646
2020-12-07,0.8075464686478275,0.678782403437953
2020-12-08,0.8006459200259259,0.6770380398882444
2020-12-09,0.8246371563782361,0.7014759904605379
2020-12-10,0.8159514355418163,0.6940621490571488
2020-12-11,0.8146376235594767,0.7161013472732801
2020-12-12,0.8297484620653005,0.7142328756027387
2020-12-13,0.8413195344841661,0.7348290175177812
2020-12-14,0.8366607965402302,0.6951720821757449
2020-12-15,0.8246011809332828,0.7183645577018097
2020-12-16,0.8319722856292056,0.7100723114389658
2020-12-17,0.8408611235550147,0.7166176442792512
2020-12-18,0.8439412424514773,0.7301539676091826
2020-12-19,0.8339212459427526,0.7025640387831367
2020-12-20,0.8517964969131273,0.7036483114678226
2020-12-21,0.8383679544776371,0.6809939803413099
2020-12-22,0.8452385431781702,0.7285013217979877
2020-12-23,0.8226839756599469,0.7067164278916909
2020-12-24,0.8145513833398501,0.6893563842347119
2020-12-25,0.8074169486418301,0.7279965667123657
2020-12-26,0.8249658233280681,0.7014889424255086
2020-12-27,0.8209297812690909,0.721435992371351
2020-12-28,0.831216432543204,0.7092882322872001
2020-12-29,0.8222675373427938,0.7210078146079231
2020-12-30,0.8847710945143278,0.7720827850758979
2020-12-31,0.8782306757875794,0.7701645913850933
2021-01-01,0.8866670523877321,0.7895647239946225
2021-01-02,0.8125895382283059,0.7025126899853059
2021-01-03,0.8330797492156569,0.7271795594804671
2021-01-04,0.8412497492538819,0.7117171975020613
2021-01-05,0.8515826253536106,0.7283456618596384
2021-01-06,0.838055174437037,0.7312125490712907
2021-01-07,0.8477188457215469,0.7272481898963045
2021-01-08,0.8466646413760449,0.7303493230365309
2021-01-09,0.854779584038592,0.7498796815071674
2021-01-10,0.8602397354324834,0.7416272623435981
2021-01-11,0.8505517945947315,0.7210489321071453
2021-01-12,0.8624720246340994,0.7578367688906262
2021-01-13,0.8506702721368604,0.7218420727647855
2021-01-14,0.8609011799040843,0.7427114817590671
2021-01-15,0.8565170535416228,0.7260943407729763
2021-01-16,0.8676523651472733,0.7445694714386141
2021-01-17,0.8588830713789067,0.7397187600250767
2021-01-18,0.849260949491935,0.7406143929458453
2021-01-19,0.8579913608369354,0.7315043508207103
2021-01-20,0.8615094309836935,0.7097011716491468
2021-01-21,0.8703545315371647,0.7648167342351134
2021-01-22,0.8541692587892301,0.7393023047021846
2021-01-23,0.8463735225764545,0.7243139260080916
2021-01-24,0.8637629274944328,0.7446285071153239
2021-01-25,0.849688134390725,0.7376204080767517
2021-01-26,0.8496838504743094,0.7359901577405118
2021-01-27,0.8627231934437862,0.737688778957732
2021-01-28,0.8377086968761983,0.7229265207458511
2021-01-29,0.8626860742446557,0.74809326213984
2021-01-30,0.8144283258474563,0.682951813378689
2021-01-31,0.8481915557205789,0.7255183116158841
