date,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google_transit,google,telco,applegoogle
2020-06-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-06-05,0.995549983623036,1.0013936752483277,0.998304143502899,1.0544629349470498,1.0251396648044693,1.11328125,0.9892473118279568,1.0263157894736843,1.0520446096654277,1.0318753247336545,1.0251743765841632
2020-06-06,0.9969843797648494,0.997073281978512,0.9970262798043794,1.037821482602118,1.0,1.115234375,0.9905913978494624,1.018796992481203,1.0388269310202396,1.057845904778053,1.0179266054123095
2020-06-07,1.0021572414416249,1.0009755726738292,1.0016003152859965,1.0332829046898635,0.9902234636871508,1.1171875,0.9905913978494624,1.0150375939849623,1.0342833539859564,1.0729483030092613,1.0179418346359763
2020-06-08,1.0080981262494493,1.0105412527873503,1.0092495835000328,1.0242057488653555,0.9720670391061452,1.1191406250000002,0.9919354838709676,1.0093984962406015,1.0256092523750515,1.0743466392447434,1.0174294179375425
2020-06-09,1.0313421204215092,1.0394663490776404,1.0351711083377622,1.0786686838124055,1.0069832402234635,1.2070312500000002,0.9771505376344086,1.045112781954887,1.077240809582817,1.1103433086144598,1.0562059589602897
2020-06-10,1.046759055331549,1.0607642408270828,1.053359766401739,1.071104387291982,0.9874301675977653,1.21875,0.9731182795698924,1.06203007518797,1.0755885997521686,1.1187183186319956,1.0644741830769535
2020-06-11,1.059284609042343,1.074548956010541,1.0664787689514947,1.0816944024205748,0.9916201117318436,1.232421875,0.9704301075268816,1.0770676691729324,1.0859149111937216,1.1321013466404048,1.0761968400726083
2020-06-12,1.073041258654378,1.092945469288465,1.0824222085545212,1.0907715582450832,0.9958100558659218,1.2343750000000002,0.967741935483871,1.0902255639097744,1.0929368029739777,1.1404726232977886,1.0876795057642494
2020-06-13,1.0889890330814669,1.1119881410906145,1.0998286229525815,1.101361573373676,1.0013966480446927,1.236328125,0.96505376344086,1.1015037593984962,1.100371747211896,1.1197547238992611,1.1001001850822387
2020-06-14,1.1045189125696022,1.128598216095682,1.115867603766712,1.1104387291981843,1.005586592178771,1.23828125,0.9623655913978496,1.1146616541353382,1.1073936389921522,1.116666228842869,1.1116306213794322
2020-06-15,1.118365917844114,1.14489154672613,1.1308675739100835,1.1180030257186082,1.0069832402234635,1.240234375,0.9583333333333334,1.12406015037594,1.1123502684840976,1.120569744881552,1.1216089211970903
2020-06-16,1.1283728074633776,1.1466019663490774,1.1369642974436756,1.1180030257186082,1.0069832402234635,1.23828125,0.956989247311828,1.12593984962406,1.1123502684840976,1.115534166079473,1.1246572829638866
2020-06-17,1.1363805780503509,1.1408245489560105,1.1384750428442616,1.1164901664145237,1.0083798882681565,1.23046875,0.956989247311828,1.1221804511278195,1.1098719537381248,1.1080566645328245,1.124173498291193
2020-06-18,1.144026925987418,1.1388860733833368,1.1416040175079267,1.1149773071104387,1.0083798882681565,1.2207031250000002,0.956989247311828,1.1165413533834587,1.1061544816191655,1.1002975071297938,1.1238792495635463
2020-06-19,1.1549825500626845,1.145423677275491,1.1504774074892363,1.1195158850226927,1.0083798882681565,1.2148437500000002,0.956989247311828,1.112781954887218,1.1053283767038415,1.0976809769309523,1.127902892096539
2020-06-20,1.1655315736568066,1.1579794242854249,1.1619722094502198,1.1225416036308622,1.0083798882681565,1.2109375,0.9543010752688172,1.1165413533834587,1.1061544816191655,1.0995450724050762,1.134063345534693
2020-06-21,1.181637470493229,1.1781243665112506,1.1799817277433762,1.125567322239032,1.0069832402234635,1.208984375,0.952956989247312,1.1203007518796992,1.10698058653449,1.1034595015375803,1.143481157138933
2020-06-22,1.1982629123888908,1.1981552807622131,1.1982121850872112,1.130105900151286,1.0111731843575418,1.2070312500000002,0.9516129032258064,1.1296992481203008,1.1111111111111112,1.1112661901026344,1.1546616480991612
2020-06-23,1.220377460779995,1.2259527670788566,1.2230051293687711,1.1331316187594551,1.0111731843575418,1.2070312500000002,0.9475806451612904,1.1409774436090223,1.1144155307724082,1.12222274269259,1.1687103300705897
2020-06-24,1.2502174183128336,1.2560434826677471,1.252963270375656,1.13464447806354,1.0111731843575418,1.205078125,0.9422043010752688,1.1729323308270676,1.1214374225526642,1.1346753777730174,1.1872003464641605
2020-06-25,1.2678593614113556,1.2711585242246093,1.2694142726626736,1.130105900151286,1.0111731843575418,1.1953125,0.9422043010752688,1.174812030075188,1.1185460553490294,1.1351878799351498,1.1939801640058514
2020-06-26,1.2835699522244437,1.2889342185282786,1.286098156651758,1.1316187594553706,1.0097765363128492,1.1796875000000002,0.9435483870967742,1.1729323308270676,1.1148285832300702,1.1313092814997665,1.200463369940914
2020-06-27,1.30284959170535,1.2951677478207986,1.299229101852902,1.146747352496218,1.0167597765363128,1.1601562500000002,0.9489247311827956,1.1597744360902256,1.114002478314746,1.1215141010160614,1.206615790083824
2020-06-28,1.3187408938433909,1.3092058585039528,1.3142469859733557,1.1618759455370649,1.020949720670391,1.1386718750000002,0.950268817204301,1.1522556390977443,1.1131763733994218,1.1136495009806633,1.2137116796863887
2020-06-29,1.330938908277708,1.3280458139063445,1.3295753790298983,1.1739788199697427,1.020949720670391,1.115234375,0.952956989247312,1.144736842105263,1.1098719537381248,1.0518886009576844,1.2197236663840116
2020-06-30,1.336495781520008,1.326056659233732,1.331575773137394,1.1815431164901664,1.0195530726256985,1.08984375,0.956989247311828,1.137218045112782,1.1045022717885171,1.046427229978224,1.2180390224629556
2020-07-01,1.3527259173923356,1.310118082302858,1.3326446404366232,1.1815431164901664,1.01536312849162,1.0703125000000002,0.961021505376344,1.1146616541353382,1.0941759603469643,1.0351112045059618,1.2134103003917938
2020-07-02,1.3599204870170207,1.313234846949118,1.3379173210244404,1.1906202723146748,1.0139664804469273,1.0566406250000002,0.9623655913978496,1.1146616541353382,1.09334985543164,1.0294232736768083,1.21563358822804
2020-07-03,1.3733834807260077,1.3225217920129737,1.3494121229854237,1.2012102874432675,1.01536312849162,1.03125,0.96505376344086,1.107142857142857,1.0896323833126806,1.025137259704111,1.2195222531490522
2020-07-04,1.3820915076971731,1.3476459558078246,1.3658571539467477,1.2012102874432675,1.005586592178771,1.0078125,0.9663978494623656,1.105263157894737,1.0813713341594384,1.0232700799425565,1.223614244053093
2020-07-05,1.3901331616575745,1.3616587269410094,1.376713024058471,1.2042360060514372,1.0,0.986328125,0.967741935483871,1.1015037593984962,1.0751755472945064,1.0214062471928844,1.2259442856764888
2020-07-06,1.3953963789968264,1.3688931684573278,1.3829052888031672,1.2027231467473525,0.9930167597765364,0.96875,0.9690860215053764,1.099624060150376,1.0685667079719126,1.0719898298384831,1.22573599838754
2020-07-07,1.401721275370176,1.3749113115751064,1.389085610896475,1.1981845688350985,0.988826815642458,0.951171875,0.9717741935483872,1.088345864661654,1.059892606361008,1.0609145506757418,1.2244891086287415
2020-07-08,1.4214075153322263,1.4166962294749643,1.4191870637200164,1.207261724659607,0.9902234636871508,0.955078125,0.9690860215053764,1.112781954887218,1.0689797604295748,1.06367150221223,1.2440834120747954
2020-07-09,1.4327810343464462,1.441605007095074,1.43693981500833,1.2118003025718609,0.9902234636871508,0.953125,0.9663978494623656,1.1278195488721805,1.073110285006196,1.0670390010695168,1.255025050007263
2020-07-10,1.4444707981793334,1.4776885262517736,1.4601264726781993,1.2223903177004538,0.9916201117318436,0.931640625,0.9663978494623656,1.137218045112782,1.0739363899215202,1.0626345102939898,1.2670314312998596
2020-07-11,1.4538564926190718,1.500734846949118,1.475950485767345,1.226928895612708,0.9916201117318436,0.908203125,0.9690860215053764,1.1353383458646618,1.069805865344899,1.0537004565925776,1.272878175556122
2020-07-12,1.464213510430432,1.5223241435232109,1.491601330411365,1.2299546142208777,0.9916201117318436,0.884765625,0.9731182795698924,1.1278195488721805,1.0640231309376291,1.0436551740931248,1.2778122306744968
2020-07-13,1.478828538835993,1.549196736265963,1.511993407656434,1.2360060514372162,0.9930167597765364,0.861328125,0.9758064516129032,1.12593984962406,1.060718711276332,1.0334557063924177,1.286356059466383
2020-07-14,1.492201176882504,1.583772552199473,1.5353592050971232,1.2405446293494704,0.9902234636871508,0.8398437500000001,0.9744623655913978,1.1353383458646618,1.0586534489880215,1.0298951367181743,1.2970063270425725
2020-07-15,1.497577338799851,1.597455909183053,1.5446505878770145,1.2390317700453857,0.9874301675977653,0.837890625,0.9717741935483872,1.146616541353383,1.059479553903346,1.0332332158225528,1.3020650708901802
2020-07-16,1.5000508250601432,1.601548246503142,1.547887046403172,1.2390317700453857,0.9874301675977653,0.8359375000000001,0.9704301075268816,1.150375939849624,1.059892606361008,1.0352804881572002,1.30388982638209
2020-07-17,1.5067823219146366,1.6087320089195216,1.554831698185314,1.24357034795764,0.9916201117318436,0.8300781250000001,0.9704301075268816,1.146616541353383,1.06030565881867,1.0323901329782983,1.307568678501992
2020-07-18,1.515049865031229,1.6245818974255013,1.56667283703655,1.254160363086233,0.9958100558659218,0.82421875,0.9690860215053764,1.150375939849624,1.0640231309376291,1.0338562398226594,1.3153479839870896
2020-07-19,1.5169021561119955,1.6307394080681124,1.5705541987376614,1.2602118003025715,0.9972067039106144,0.818359375,0.967741935483871,1.1541353383458646,1.0656753407682775,1.033755823031523,1.3181147697529694
2020-07-20,1.5101706592575024,1.6198053922562334,1.56184203455009,1.2586989409984872,0.9958100558659218,0.8125000000000001,0.9690860215053764,1.144736842105263,1.0615448161916563,1.029116769667716,1.3116934253708732
2020-07-21,1.507301866973876,1.60727498479627,1.5544196767124263,1.2571860816944025,0.9972067039106144,0.806640625,0.9744623655913978,1.1278195488721805,1.0565881866997109,1.0196828185147546,1.3055039317060686
2020-07-22,1.4908910197765954,1.5982034259071558,1.541467871282103,1.2586989409984872,0.9958100558659218,0.8046875,0.9771505376344086,1.1221804511278195,1.0549359768690625,1.0162910003751202,1.2982019240755829
2020-07-23,1.4781395769096104,1.5784132373809043,1.5253990338395025,1.254160363086233,0.9930167597765364,0.7988281250000001,0.9811827956989247,1.107142857142857,1.0483271375464684,1.0088813846186535,1.2868630856929857
