,group
0,2
1,2
2,0
3,1
4,2
5,0
6,2
7,2
8,1
9,2
10,2
11,2
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,2
20,0
21,2
22,0
23,2
24,0
25,1
26,0
27,1
28,1
29,2
30,0
31,1
32,1
33,2
34,0
35,0
36,0
37,1
38,0
39,0
40,2
41,1
42,0
43,0
44,2
45,0
46,2
47,2
48,1
49,2
50,0
51,2
52,2
53,0
54,1
55,1
56,2
57,0
58,2
59,2
60,0
61,2
62,1
63,0
64,1
65,1
66,0
67,0
68,0
69,2
70,2
71,2
72,2
73,2
74,0
75,0
76,2
77,0
78,0
79,0
80,0
81,0
82,2
83,0
84,0
85,0
86,2
87,0
88,2
89,0
90,0
91,0
92,2
93,0
94,0
95,1
96,1
97,0
98,1
99,0
100,2
101,0
102,0
103,2
104,0
105,1
106,2
107,1
108,0
109,0
110,1
111,0
112,1
113,1
114,2
115,2
116,1
117,2
118,0
119,0
120,3
121,0
122,0
123,2
124,2
125,2
126,2
127,0
128,0
129,2
130,0
131,0
132,1
133,2
134,0
135,0
136,0
137,0
138,0
139,1
140,1
141,0
142,2
143,3
144,0
145,0
146,0
147,1
148,1
149,0
150,1
151,0
152,0
153,2
154,2
155,1
156,0
157,1
158,2
159,2
160,0
161,2
162,0
163,2
164,2
165,0
166,0
167,0
168,2
169,0
170,0
171,0
172,2
173,1
174,0
175,2
176,2
177,1
178,1
179,2
180,2
181,0
182,2
183,1
184,0
185,2
186,0
187,0
188,2
189,2
190,2
191,1
192,0
193,2
194,0
195,0
196,1
197,2
198,2
199,2
200,0
201,0
202,0
203,0
204,0
205,0
206,2
207,1
208,0
209,2
210,2
211,0
212,2
213,0
214,3
215,2
216,2
217,0
218,0
219,1
220,0
221,2
222,0
223,0
224,0
225,1
226,0
227,0
228,1
229,0
230,0
231,0
232,1
233,0
234,2
235,2
236,0
237,3
238,2
239,2
240,0
241,0
242,2
243,0
244,1
245,1
246,0
247,2
248,2
249,2
250,2
251,0
252,0
253,0
254,0
255,2
256,0
257,1
258,0
259,2
260,2
261,0
262,3
263,0
264,0
265,2
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,2
274,0
275,0
276,1
277,2
278,2
279,2
280,1
281,0
282,0
283,1
284,1
285,2
286,0
287,0
288,2
289,2
290,1
291,0
292,0
293,0
294,2
295,0
296,0
297,0
298,1
299,0
300,2
301,0
302,0
303,3
304,0
305,0
306,0
307,0
308,2
309,2
310,2
311,0
312,0
313,0
314,0
315,2
316,0
317,2
318,2
319,2
320,0
321,1
322,2
323,0
324,3
325,0
326,2
327,0
328,2
329,1
330,0
331,0
332,2
333,2
334,0
335,1
336,0
337,1
338,0
339,1
340,1
341,2
342,2
343,2
344,2
345,2
346,0
347,2
348,0
349,2
350,2
351,0
352,0
353,0
354,2
355,2
356,0
357,0
358,0
359,1
360,1
361,0
362,0
363,2
364,0
365,0
366,1
367,2
368,1
369,0
370,0
371,2
372,1
373,0
374,0
375,2
376,0
377,1
378,1
379,1
380,1
381,0
382,2
383,1
384,0
385,0
386,0
387,2
388,2
389,2
390,0
391,0
392,2
393,1
394,0
395,2
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,2
410,1
411,0
412,0
413,2
414,1
415,2
416,1
417,0
418,2
419,0
420,0
421,0
422,0
423,0
424,2
425,0
426,0
427,1
428,0
429,1
430,1
431,2
432,2
433,1
434,0
435,0
436,2
437,2
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,2
446,0
447,0
448,0
449,0
450,0
451,2
452,2
453,0
454,0
455,2
456,0
457,2
458,1
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,2
467,1
468,2
469,1
470,0
471,2
472,0
473,0
474,0
475,2
476,0
477,0
478,2
479,2
480,0
481,0
482,2
483,0
484,2
485,0
486,0
487,3
488,0
489,2
490,2
491,2
492,1
493,0
494,2
495,2
496,2
497,0
498,2
499,1
500,0
501,2
502,1
503,3
504,2
505,1
506,2
507,0
508,1
509,2
510,2
511,0
512,0
513,0
514,0
515,2
516,2
517,0
518,1
519,0
520,2
521,2
522,1
523,2
524,0
525,0
526,3
527,2
528,0
529,1
530,0
531,1
532,0
533,2
534,0
535,0
536,0
537,2
538,0
539,1
540,2
541,0
542,0
543,0
544,2
545,0
546,1
