method,number_cluster,silhouette_score_avg,ch_score_avg,model_specific_score_avg,db_score_avg,silhouette_score_std,ch_score_std,model_specific_score_std,db_score_std
gmm_diag,1,,,-47979.68658704199,,,,0.0,
gmm_diag,2,0.2123081782371084,12644.190176396358,-79086.89389240615,1.7873922482068783,0.0006634103676673793,12.001826661173272,15.478255993035763,0.001392769747882784
gmm_diag,3,0.08400949184887362,7187.434977296914,-120026.17946070727,2.9066565505517357,2.2636867701960313e-05,0.2007652177852776,0.8112994056860893,0.0011514700637053
gmm_diag,4,0.05906000560921608,5775.341155283686,-125426.55832259226,3.7673380461476405,0.0007389372358486626,16.115738707871152,31.79529859848576,0.006750836723551645
gmm_diag,5,0.07099776678935468,5627.118225283507,-128308.88911127733,3.3069192632960025,0.004914751361316998,85.17292777994285,47.86339443722935,0.2312367128098056
gmm_diag,6,0.0467250677671215,5066.376270441459,-130479.02515442953,2.7929176821122397,0.001945161377351106,19.60991682385006,10.550314223593144,0.03233998098474871
gmm_diag,7,0.03098003340558858,4648.372602128331,-131620.11102681435,2.8754564478917644,0.007817359155577306,100.57994129524604,51.87331150847405,0.020695666525322592
gmm_full,1,,,-67805.98142468228,,,,0.0,
gmm_full,2,0.2158663437136386,9866.396664275238,-88390.68379004153,1.9755585053044673,0.0003789372981953992,97.98436028070591,3.0852088562736317,0.007377338568473001
gmm_full,3,0.11893151311792634,8139.152523428449,-91547.88963845216,1.982269928579568,5.821873241177923e-05,1.935984825663366,3.04545510027225,0.00029357864223079905
gmm_full,4,0.05618492048134395,5465.81888480612,-129858.13230521753,3.3961897729619537,0.0007742156256412648,155.20001589425755,197.504363257395,0.032480766829373606
gmm_full,5,0.05679437872923252,5112.432991207749,-131406.56666722384,3.0439767306358645,0.008852414981848527,332.3907601131379,546.3282615074271,0.49197052778601086
gmm_full,6,0.032878989769132595,4518.720881328552,-133243.17136250454,2.8589038691027935,0.0011299331654224276,143.94885793500205,282.320194890021,0.22212439515986562
