method,number_cluster,silhouette_score_avg,ch_score_avg,model_specific_score_avg,db_score_avg,silhouette_score_std,ch_score_std,model_specific_score_std,db_score_std
gmm_full,7,0.018901070459105843,4368.593313265008,-133497.69765700283,2.823746717123672,0.005251295229618466,117.97677155415526,319.8013898083962,0.3758759118507645
gmm_spherical,1,,,-43012.16371162263,,,,0.0,
gmm_spherical,2,0.24390327964970146,12415.581776228113,-56608.5918708071,1.787049735176216,9.697052605612053e-05,1.7232664083184668,0.4983655152731924,0.0003209979854412181
gmm_spherical,3,0.1912026048662081,12682.11915539523,-67577.73295808704,1.5023870650390458,2.894300201493276e-05,1.852057276784222,1.7947344752070822,0.0003514055480921732
gmm_spherical,4,0.17291699795626023,10971.820748840617,-73151.53167837186,1.608883079816205,0.00028909228007901967,1.5930992983069396,5.962834878085735,0.006712782346923353
gmm_spherical,5,0.18900978651976824,10616.841695143768,-75566.17234428308,1.4289841102600058,8.567212683381933e-06,0.26099650787078904,0.5751495063753949,0.00010587299205184179
gmm_spherical,6,0.15789625335494678,9308.179354016567,-79227.02681938358,1.6082256519522076,0.0037086644747189278,67.97483582629576,12.71373821759879,0.015784143507803355
gmm_spherical,7,0.16224214083041347,9141.133213395562,-81111.76907382102,1.553992431641444,0.00032632343057926186,23.629188361751005,3.9263185682967037,0.008469223155474439
gmm_tied,1,,,-67805.98142468232,,,,0.0,
gmm_tied,2,0.2959509297013587,4927.425462739286,-79226.18469879587,1.4947042086477471,1.1831645981018023e-05,0.3207690413114061,0.2735466178570491,4.906247972375145e-06
gmm_tied,3,0.19491858525758357,8869.065581181887,-79727.01720293844,1.6105078779020334,1.0965079442382606e-05,0.3000386941258214,0.331521337409626,0.00016378567791380585
gmm_tied,4,0.19353488374467268,9280.584976604883,-82508.90295084054,1.5127387913682528,0.0003531304101018185,36.84205880703179,22.336095172688193,0.000488059226544036
gmm_tied,5,0.17004513761840456,9521.264926031627,-82073.88230149637,1.518658143117003,0.02533350270179386,713.5818293683511,238.0887322175433,0.12801333964971828
gmm_tied,6,0.15687863189433962,7380.7066385145345,-84739.37044285148,1.5972253870739896,0.0014166597691484576,25.601528273292082,9.899922256402697,0.009122418655951295
gmm_tied,7,0.14176725424177553,6847.4159221027485,-85174.74879144128,1.5652479064019558,0.00782145010597464,41.3337292805762,707.7576587543059,0.05099836554051568
kmeans,1,,,7487.960379744773,,,,0.0,
kmeans,2,0.22793463271164316,13956.130586811458,5772.41795852979,1.6865614625772871,9.014774294515848e-05,0.3906439008671538,0.007216280816845782,0.00021070944414552456
kmeans,3,0.21043043318902338,13829.08515550361,4767.23866149245,1.438252560006254,1.909156089505114e-05,1.3311150060032193,0.005767357856695752,0.0003591664780025396
kmeans,4,0.192931843293609,12130.008015740368,4253.297361477138,1.4894673408050974,0.00023740921765890192,0.850207776366469,0.04010913413455351,0.003369726703767439
kmeans,5,0.1973090008514151,11288.067927894232,3851.9029084894246,1.4290511618216997,8.23580008971881e-05,0.6308013647391069,0.011891043014462513,0.0004461502955498951
kmeans,6,0.1734356630438582,10457.006479701931,3588.323134144243,1.5199289607510624,0.0003039223219226012,4.313069833690772,0.0999107440483334,0.0009508763742532669
kmeans,7,0.17842701432512353,9928.353292106007,3344.5028967571334,1.4568474674614826,0.00027908894241672797,10.871985146898185,0.05002355137866108,0.0013136327074319055
nnmf,1,,,71.72494039936433,,,,2.6720337703482327e-10,
nnmf,2,0.19733166100502741,11957.733252810465,53.60046655538173,1.8237097904573953,0.01230887559067283,1051.6080749888856,0.0009908648646870105,0.07140686413215404
nnmf,3,0.1539233853760474,9756.977652950256,37.740723317495,1.8968902840288397,0.03412571235403754,2313.552493972792,0.000578513814876842,0.3993172734596536
nnmf,4,0.13212244580874366,8183.490470082921,25.1889176077971,2.0426014827458343,0.04229837236447149,1783.6355427030362,0.00011507656055234996,0.4081877613643742
nnmf,5,0.10374733121566804,6526.200030619532,0.5429792998245395,2.2445694050433325,0.03855868044717957,1653.4751198450472,0.1149862568662998,0.4357113080583926
nnmf,6,0.08058259532015861,5347.859179456441,0.518517466422044,2.565942027017159,0.03526354740709742,1381.6074461162962,0.11707338978032919,0.39189585243153535
nnmf,7,0.07500705655528224,5224.467771405805,0.4914773881857057,2.5601566133887985,0.034607121473444226,1089.377334298458,0.09635073408618501,0.7463799880603819
