"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Sjælland;2021-10-05;F;45;0;2;2662;357765;17283
Syddanmark;2021-10-05;F;46;0;3;2662;357811;17286
Hovedstaden;2021-10-05;M;139;1;4;2663;357950;17290
Midtjylland;2021-10-05;M;43;0;0;2663;357993;17290
Nordjylland;2021-10-05;M;13;0;0;2663;358006;17290
Sjælland;2021-10-05;M;34;1;3;2664;358040;17293
Syddanmark;2021-10-05;M;53;0;0;2664;358093;17293
Hovedstaden;2021-10-06;F;178;0;9;2664;358271;17302
Midtjylland;2021-10-06;F;39;0;0;2664;358310;17302
Nordjylland;2021-10-06;F;22;0;1;2664;358332;17303
Sjælland;2021-10-06;F;26;0;0;2664;358358;17303
Syddanmark;2021-10-06;F;51;0;0;2664;358409;17303
Hovedstaden;2021-10-06;M;167;0;8;2664;358576;17311
Midtjylland;2021-10-06;M;53;0;0;2664;358629;17311
Nordjylland;2021-10-06;M;13;0;0;2664;358642;17311
Sjælland;2021-10-06;M;29;0;4;2664;358671;17315
Syddanmark;2021-10-06;M;46;0;0;2664;358717;17315
Hovedstaden;2021-10-07;F;169;2;5;2666;358886;17320
Midtjylland;2021-10-07;F;47;0;3;2666;358933;17323
Nordjylland;2021-10-07;F;26;0;0;2666;358959;17323
Sjælland;2021-10-07;F;47;0;2;2666;359006;17325
Syddanmark;2021-10-07;F;53;0;1;2666;359059;17326
Hovedstaden;2021-10-07;M;150;0;2;2666;359209;17328
Midtjylland;2021-10-07;M;37;1;0;2667;359246;17328
Nordjylland;2021-10-07;M;24;0;1;2667;359270;17329
Sjælland;2021-10-07;M;45;2;1;2669;359315;17330
Syddanmark;2021-10-07;M;55;0;0;2669;359370;17330
Hovedstaden;2021-10-08;F;165;0;9;2669;359535;17339
Midtjylland;2021-10-08;F;46;1;1;2670;359581;17340
Nordjylland;2021-10-08;F;16;0;0;2670;359597;17340
Sjælland;2021-10-08;F;45;0;2;2670;359642;17342
Syddanmark;2021-10-08;F;36;0;0;2670;359678;17342
Hovedstaden;2021-10-08;M;130;0;3;2670;359808;17345
Midtjylland;2021-10-08;M;50;1;4;2671;359858;17349
Nordjylland;2021-10-08;M;19;0;0;2671;359877;17349
Sjælland;2021-10-08;M;53;0;1;2671;359930;17350
Syddanmark;2021-10-08;M;38;0;0;2671;359968;17350
Hovedstaden;2021-10-09;F;131;0;4;2671;360099;17354
Midtjylland;2021-10-09;F;37;0;0;2671;360136;17354
Nordjylland;2021-10-09;F;17;0;2;2671;360153;17356
Sjælland;2021-10-09;F;32;0;0;2671;360185;17356
Syddanmark;2021-10-09;F;32;0;1;2671;360217;17357
Hovedstaden;2021-10-09;M;107;1;6;2672;360324;17363
Midtjylland;2021-10-09;M;41;0;1;2672;360365;17364
Nordjylland;2021-10-09;M;6;0;0;2672;360371;17364
Sjælland;2021-10-09;M;31;0;0;2672;360402;17364
Syddanmark;2021-10-09;M;33;0;1;2672;360435;17365
Hovedstaden;2021-10-10;F;160;0;2;2672;360595;17367
Midtjylland;2021-10-10;F;47;0;1;2672;360642;17368
Nordjylland;2021-10-10;F;15;0;0;2672;360657;17368
Sjælland;2021-10-10;F;30;0;1;2672;360687;17369
Syddanmark;2021-10-10;F;36;1;0;2673;360723;17369
Hovedstaden;2021-10-10;M;155;0;6;2673;360878;17375
Midtjylland;2021-10-10;M;27;0;2;2673;360905;17377
Nordjylland;2021-10-10;M;5;0;0;2673;360910;17377
Sjælland;2021-10-10;M;27;0;1;2673;360937;17378
Syddanmark;2021-10-10;M;49;0;1;2673;360986;17379
Hovedstaden;2021-10-11;F;185;0;4;2673;361171;17383
Midtjylland;2021-10-11;F;58;0;0;2673;361229;17383
Nordjylland;2021-10-11;F;29;0;0;2673;361258;17383
Sjælland;2021-10-11;F;79;0;2;2673;361337;17385
Syddanmark;2021-10-11;F;63;0;3;2673;361400;17388
Hovedstaden;2021-10-11;M;171;0;5;2673;361571;17393
Midtjylland;2021-10-11;M;49;0;1;2673;361620;17394
Nordjylland;2021-10-11;M;8;0;0;2673;361628;17394
Sjælland;2021-10-11;M;46;0;3;2673;361674;17397
Syddanmark;2021-10-11;M;62;0;1;2673;361736;17398
Hovedstaden;2021-10-12;F;227;1;6;2674;361963;17404
Midtjylland;2021-10-12;F;42;0;0;2674;362005;17404
Nordjylland;2021-10-12;F;26;0;0;2674;362031;17404
Sjælland;2021-10-12;F;59;0;1;2674;362090;17405
Syddanmark;2021-10-12;F;51;0;1;2674;362141;17406
Hovedstaden;2021-10-12;M;183;1;5;2675;362324;17411
Midtjylland;2021-10-12;M;36;1;1;2676;362360;17412
Nordjylland;2021-10-12;M;12;0;0;2676;362372;17412
Sjælland;2021-10-12;M;65;0;5;2676;362437;17417
Syddanmark;2021-10-12;M;55;0;1;2676;362492;17418
Hovedstaden;2021-10-13;F;216;0;12;2676;362708;17430
Midtjylland;2021-10-13;F;41;0;1;2676;362749;17431
Nordjylland;2021-10-13;F;33;1;4;2677;362782;17435
Sjælland;2021-10-13;F;48;0;3;2677;362830;17438
Syddanmark;2021-10-13;F;55;1;2;2678;362885;17440
Hovedstaden;2021-10-13;M;204;0;8;2678;363089;17448
Midtjylland;2021-10-13;M;49;0;1;2678;363138;17449
Nordjylland;2021-10-13;M;15;0;3;2678;363153;17452
Sjælland;2021-10-13;M;50;0;0;2678;363203;17452
Syddanmark;2021-10-13;M;34;0;1;2678;363237;17453
Hovedstaden;2021-10-14;F;209;1;10;2679;363446;17463
Midtjylland;2021-10-14;F;49;0;2;2679;363495;17465
Nordjylland;2021-10-14;F;33;2;4;2681;363528;17469
Sjælland;2021-10-14;F;67;0;0;2681;363595;17469
Syddanmark;2021-10-14;F;58;1;3;2682;363653;17472
Hovedstaden;2021-10-14;M;176;1;6;2683;363829;17478
Midtjylland;2021-10-14;M;34;0;2;2683;363863;17480
Nordjylland;2021-10-14;M;21;0;1;2683;363884;17481
Sjælland;2021-10-14;M;62;0;3;2683;363946;17484
Syddanmark;2021-10-14;M;61;0;1;2683;364007;17485
Hovedstaden;2021-10-15;F;193;0;9;2683;364200;17494
Midtjylland;2021-10-15;F;43;0;1;2683;364243;17495
Nordjylland;2021-10-15;F;14;0;0;2683;364257;17495
Sjælland;2021-10-15;F;56;0;2;2683;364313;17497
Syddanmark;2021-10-15;F;41;0;1;2683;364354;17498
Hovedstaden;2021-10-15;M;161;0;5;2683;364515;17503
Midtjylland;2021-10-15;M;46;0;1;2683;364561;17504
Nordjylland;2021-10-15;M;14;0;1;2683;364575;17505
Sjælland;2021-10-15;M;44;1;2;2684;364619;17507
Syddanmark;2021-10-15;M;39;0;1;2684;364658;17508
Hovedstaden;2021-10-16;F;177;0;5;2684;364835;17513
Midtjylland;2021-10-16;F;37;0;1;2684;364872;17514
Nordjylland;2021-10-16;F;24;0;0;2684;364896;17514
Sjælland;2021-10-16;F;41;0;1;2684;364937;17515
Syddanmark;2021-10-16;F;38;0;0;2684;364975;17515
Hovedstaden;2021-10-16;M;152;1;10;2685;365127;17525
Midtjylland;2021-10-16;M;30;0;0;2685;365157;17525
Nordjylland;2021-10-16;M;29;2;2;2687;365186;17527
Sjælland;2021-10-16;M;39;0;3;2687;365225;17530
Syddanmark;2021-10-16;M;30;0;0;2687;365255;17530
Hovedstaden;2021-10-17;F;220;0;4;2687;365475;17534
Midtjylland;2021-10-17;F;37;0;0;2687;365512;17534
Nordjylland;2021-10-17;F;35;0;0;2687;365547;17534
Sjælland;2021-10-17;F;56;0;1;2687;365603;17535
Syddanmark;2021-10-17;F;38;0;2;2687;365641;17537
Hovedstaden;2021-10-17;M;188;3;9;2690;365829;17546
Midtjylland;2021-10-17;M;19;0;1;2690;365848;17547
Nordjylland;2021-10-17;M;39;0;1;2690;365887;17548
Sjælland;2021-10-17;M;42;0;0;2690;365929;17548
Syddanmark;2021-10-17;M;37;0;1;2690;365966;17549
Hovedstaden;2021-10-18;F;280;1;14;2691;366246;17563
Midtjylland;2021-10-18;F;54;1;3;2692;366300;17566
Nordjylland;2021-10-18;F;37;0;0;2692;366337;17566
Sjælland;2021-10-18;F;98;0;5;2692;366435;17571
Syddanmark;2021-10-18;F;71;0;1;2692;366506;17572
Hovedstaden;2021-10-18;M;213;0;14;2692;366719;17586
Midtjylland;2021-10-18;M;36;0;2;2692;366755;17588
Nordjylland;2021-10-18;M;34;0;3;2692;366789;17591
Sjælland;2021-10-18;M;77;0;2;2692;366866;17593
Syddanmark;2021-10-18;M;57;0;3;2692;366923;17596
Hovedstaden;2021-10-19;F;339;1;8;2693;367262;17604
Midtjylland;2021-10-19;F;58;1;1;2694;367320;17605
Nordjylland;2021-10-19;F;46;0;0;2694;367366;17605
Sjælland;2021-10-19;F;80;0;4;2694;367446;17609
Syddanmark;2021-10-19;F;60;0;1;2694;367506;17610
Hovedstaden;2021-10-19;M;292;1;13;2695;367798;17623
Midtjylland;2021-10-19;M;59;0;2;2695;367857;17625
Nordjylland;2021-10-19;M;34;0;0;2695;367891;17625
Sjælland;2021-10-19;M;83;0;2;2695;367974;17627
Syddanmark;2021-10-19;M;67;0;0;2695;368041;17627
Hovedstaden;2021-10-20;F;348;0;9;2695;368389;17636
Midtjylland;2021-10-20;F;71;0;2;2695;368460;17638
Nordjylland;2021-10-20;F;43;0;1;2695;368503;17639
Sjælland;2021-10-20;F;74;0;3;2695;368577;17642
Syddanmark;2021-10-20;F;95;1;5;2696;368672;17647
Hovedstaden;2021-10-20;M;370;1;13;2697;369042;17660
Midtjylland;2021-10-20;M;72;0;2;2697;369114;17662
Nordjylland;2021-10-20;M;44;0;2;2697;369158;17664
Sjælland;2021-10-20;M;79;0;2;2697;369237;17666
Syddanmark;2021-10-20;M;76;0;2;2697;369313;17668
Hovedstaden;2021-10-21;F;402;1;13;2698;369715;17681
Midtjylland;2021-10-21;F;69;1;3;2699;369784;17684
Nordjylland;2021-10-21;F;55;0;2;2699;369839;17686
Sjælland;2021-10-21;F;126;0;3;2699;369965;17689
Syddanmark;2021-10-21;F;70;0;1;2699;370035;17690
Hovedstaden;2021-10-21;M;355;2;8;2701;370390;17698
Midtjylland;2021-10-21;M;88;0;5;2701;370478;17703
Nordjylland;2021-10-21;M;50;0;0;2701;370528;17703
Sjælland;2021-10-21;M;120;0;5;2701;370648;17708
Syddanmark;2021-10-21;M;59;1;2;2702;370707;17710
Hovedstaden;2021-10-22;F;358;1;11;2703;371065;17721
Midtjylland;2021-10-22;F;70;0;1;2703;371135;17722
Nordjylland;2021-10-22;F;36;0;3;2703;371171;17725
Sjælland;2021-10-22;F;74;0;3;2703;371245;17728
Syddanmark;2021-10-22;F;69;1;0;2704;371314;17728
Hovedstaden;2021-10-22;M;344;1;15;2705;371658;17743
Midtjylland;2021-10-22;M;97;0;2;2705;371755;17745
Nordjylland;2021-10-22;M;49;2;3;2707;371804;17748
Sjælland;2021-10-22;M;61;1;1;2708;371865;17749
Syddanmark;2021-10-22;M;77;0;2;2708;371942;17751
Hovedstaden;2021-10-23;F;363;2;15;2710;372305;17766
Midtjylland;2021-10-23;F;84;0;1;2710;372389;17767
Nordjylland;2021-10-23;F;48;0;2;2710;372437;17769
Sjælland;2021-10-23;F;64;0;2;2710;372501;17771
Syddanmark;2021-10-23;F;66;0;2;2710;372567;17773
Hovedstaden;2021-10-23;M;318;1;14;2711;372885;17787
Midtjylland;2021-10-23;M;78;0;2;2711;372963;17789
Nordjylland;2021-10-23;M;35;0;3;2711;372998;17792
Sjælland;2021-10-23;M;62;2;4;2713;373060;17796
Syddanmark;2021-10-23;M;77;1;3;2714;373137;17799
Hovedstaden;2021-10-24;F;394;0;10;2714;373531;17809
Midtjylland;2021-10-24;F;94;0;4;2714;373625;17813
Nordjylland;2021-10-24;F;49;0;3;2714;373674;17816
Sjælland;2021-10-24;F;93;0;2;2714;373767;17818
Syddanmark;2021-10-24;F;84;0;2;2714;373851;17820
Hovedstaden;2021-10-24;M;384;2;14;2716;374235;17834
Midtjylland;2021-10-24;M;87;0;3;2716;374322;17837
Nordjylland;2021-10-24;M;53;0;1;2716;374375;17838
Sjælland;2021-10-24;M;93;0;3;2716;374468;17841
Syddanmark;2021-10-24;M;102;0;3;2716;374570;17844
Hovedstaden;2021-10-25;F;439;0;16;2716;375009;17860
Midtjylland;2021-10-25;F;97;0;2;2716;375106;17862
Nordjylland;2021-10-25;F;46;0;1;2716;375152;17863
Sjælland;2021-10-25;F;139;1;5;2717;375291;17868
Syddanmark;2021-10-25;F;118;0;2;2717;375409;17870
Hovedstaden;2021-10-25;M;386;1;11;2718;375795;17881
Midtjylland;2021-10-25;M;89;1;3;2719;375884;17884
Nordjylland;2021-10-25;M;39;1;1;2720;375923;17885
Sjælland;2021-10-25;M;150;0;9;2720;376073;17894
Syddanmark;2021-10-25;M;109;0;2;2720;376182;17896
Hovedstaden;2021-10-26;F;539;1;10;2721;376721;17906
Midtjylland;2021-10-26;F;95;0;4;2721;376816;17910
Nordjylland;2021-10-26;F;53;1;0;2722;376869;17910
Sjælland;2021-10-26;F;166;0;5;2722;377035;17915
Syddanmark;2021-10-26;F;123;2;4;2724;377158;17919
Hovedstaden;2021-10-26;M;512;2;19;2726;377670;17938
Midtjylland;2021-10-26;M;78;0;2;2726;377748;17940
Nordjylland;2021-10-26;M;49;0;2;2726;377797;17942
Sjælland;2021-10-26;M;162;0;1;2726;377959;17943
Syddanmark;2021-10-26;M;121;0;4;2726;378080;17947
Hovedstaden;2021-10-27;F;513;2;11;2728;378593;17958
Midtjylland;2021-10-27;F;119;0;2;2728;378712;17960
Nordjylland;2021-10-27;F;46;0;1;2728;378758;17961
Sjælland;2021-10-27;F;127;0;4;2728;378885;17965
Syddanmark;2021-10-27;F;118;0;2;2728;379003;17967
Hovedstaden;2021-10-27;M;501;2;18;2730;379504;17985
Midtjylland;2021-10-27;M;107;1;6;2731;379611;17991
Nordjylland;2021-10-27;M;45;0;4;2731;379656;17995
Sjælland;2021-10-27;M;106;0;2;2731;379762;17997
Syddanmark;2021-10-27;M;134;0;1;2731;379896;17998
Hovedstaden;2021-10-28;F;485;1;20;2732;380381;18018
Midtjylland;2021-10-28;F;122;0;4;2732;380503;18022
Nordjylland;2021-10-28;F;42;0;2;2732;380545;18024
Sjælland;2021-10-28;F;146;0;2;2732;380691;18026
Syddanmark;2021-10-28;F;120;0;3;2732;380811;18029
Hovedstaden;2021-10-28;M;447;3;14;2735;381258;18043
Midtjylland;2021-10-28;M;95;0;2;2735;381353;18045
Nordjylland;2021-10-28;M;40;0;0;2735;381393;18045
Sjælland;2021-10-28;M;137;0;7;2735;381530;18052
Syddanmark;2021-10-28;M;129;0;5;2735;381659;18057
Hovedstaden;2021-10-29;F;418;0;11;2735;382077;18068
Midtjylland;2021-10-29;F;121;1;4;2736;382198;18072
Nordjylland;2021-10-29;F;39;1;1;2737;382237;18073
Sjælland;2021-10-29;F;139;1;4;2738;382376;18077
Syddanmark;2021-10-29;F;112;2;4;2740;382488;18081
Hovedstaden;2021-10-29;M;396;2;13;2742;382884;18094
Midtjylland;2021-10-29;M;91;0;0;2742;382975;18094
Nordjylland;2021-10-29;M;50;0;3;2742;383025;18097
Sjælland;2021-10-29;M;154;0;2;2742;383179;18099
Syddanmark;2021-10-29;M;91;0;3;2742;383270;18102
Hovedstaden;2021-10-30;F;414;2;12;2744;383684;18114
Midtjylland;2021-10-30;F;90;0;1;2744;383774;18115
Nordjylland;2021-10-30;F;41;0;1;2744;383815;18116
Sjælland;2021-10-30;F;89;0;4;2744;383904;18120
Syddanmark;2021-10-30;F;85;1;3;2745;383989;18123
Hovedstaden;2021-10-30;M;360;1;8;2746;384349;18131
Midtjylland;2021-10-30;M;95;0;0;2746;384444;18131
Nordjylland;2021-10-30;M;46;0;4;2746;384490;18135
Sjælland;2021-10-30;M;87;0;3;2746;384577;18138
Syddanmark;2021-10-30;M;92;0;3;2746;384669;18141
Hovedstaden;2021-10-31;F;465;0;13;2746;385134;18154
Midtjylland;2021-10-31;F;119;0;0;2746;385253;18154
Nordjylland;2021-10-31;F;54;0;3;2746;385307;18157
Sjælland;2021-10-31;F;123;0;3;2746;385430;18160
Syddanmark;2021-10-31;F;136;0;5;2746;385566;18165
Hovedstaden;2021-10-31;M;399;1;14;2747;385965;18179
Midtjylland;2021-10-31;M;111;0;2;2747;386076;18181
Nordjylland;2021-10-31;M;66;0;2;2747;386142;18183
Sjælland;2021-10-31;M;100;0;1;2747;386242;18184
Syddanmark;2021-10-31;M;126;0;2;2747;386368;18186
Hovedstaden;2021-11-01;F;520;1;21;2748;386888;18207
Midtjylland;2021-11-01;F;131;0;3;2748;387019;18210
Nordjylland;2021-11-01;F;62;0;2;2748;387081;18212
Sjælland;2021-11-01;F;211;0;4;2748;387292;18216
Syddanmark;2021-11-01;F;153;0;6;2748;387445;18222
Hovedstaden;2021-11-01;M;542;3;19;2751;387987;18241
Midtjylland;2021-11-01;M;149;0;2;2751;388136;18243
Nordjylland;2021-11-01;M;82;0;2;2751;388218;18245
Sjælland;2021-11-01;M;181;0;3;2751;388399;18248
Syddanmark;2021-11-01;M;160;1;4;2752;388559;18252
Hovedstaden;2021-11-02;F;637;0;14;2752;389196;18266
Midtjylland;2021-11-02;F;135;1;3;2753;389331;18269
Nordjylland;2021-11-02;F;76;0;0;2753;389407;18269
Sjælland;2021-11-02;F;157;0;4;2753;389564;18273
Syddanmark;2021-11-02;F;173;0;2;2753;389737;18275
Hovedstaden;2021-11-02;M;543;1;8;2754;390280;18283
Midtjylland;2021-11-02;M;149;1;3;2755;390429;18286
Nordjylland;2021-11-02;M;71;0;2;2755;390500;18288
Sjælland;2021-11-02;M;207;0;5;2755;390707;18293
Syddanmark;2021-11-02;M;165;0;9;2755;390872;18302
Hovedstaden;2021-11-03;F;546;0;13;2755;391418;18315
Midtjylland;2021-11-03;F;174;0;3;2755;391592;18318
Nordjylland;2021-11-03;F;94;0;1;2755;391686;18319
Sjælland;2021-11-03;F;155;0;3;2755;391841;18322
Syddanmark;2021-11-03;F;157;0;4;2755;391998;18326
Hovedstaden;2021-11-03;M;569;0;23;2755;392567;18349
Midtjylland;2021-11-03;M;168;0;2;2755;392735;18351
Nordjylland;2021-11-03;M;76;1;5;2756;392811;18356
Sjælland;2021-11-03;M;187;0;0;2756;392998;18356
Syddanmark;2021-11-03;M;169;2;5;2758;393167;18361
Hovedstaden;2021-11-04;F;545;4;19;2762;393712;18380
Midtjylland;2021-11-04;F;171;0;5;2762;393883;18385
Nordjylland;2021-11-04;F;67;1;1;2763;393950;18386
Sjælland;2021-11-04;F;204;0;5;2763;394154;18391
Syddanmark;2021-11-04;F;164;1;2;2764;394318;18393
Hovedstaden;2021-11-04;M;539;3;17;2767;394857;18410
Midtjylland;2021-11-04;M;153;0;4;2767;395010;18414
Nordjylland;2021-11-04;M;81;0;1;2767;395091;18415
Sjælland;2021-11-04;M;253;1;4;2768;395344;18419
Syddanmark;2021-11-04;M;163;0;5;2768;395507;18424
Hovedstaden;2021-11-05;F;520;1;11;2769;396027;18435
Midtjylland;2021-11-05;F;191;0;1;2769;396218;18436
Nordjylland;2021-11-05;F;71;0;1;2769;396289;18437
Sjælland;2021-11-05;F;173;0;7;2769;396462;18444
Syddanmark;2021-11-05;F;185;0;2;2769;396647;18446
Hovedstaden;2021-11-05;M;486;3;15;2772;397133;18461
Midtjylland;2021-11-05;M;172;0;2;2772;397305;18463
Nordjylland;2021-11-05;M;75;1;2;2773;397380;18465
Sjælland;2021-11-05;M;181;0;8;2773;397561;18473
Syddanmark;2021-11-05;M;151;0;5;2773;397712;18478
Hovedstaden;2021-11-06;F;508;0;16;2773;398220;18494
Midtjylland;2021-11-06;F;137;0;2;2773;398357;18496
Nordjylland;2021-11-06;F;75;1;1;2774;398432;18497
Sjælland;2021-11-06;F;112;1;3;2775;398544;18500
Syddanmark;2021-11-06;F;125;0;1;2775;398669;18501
Hovedstaden;2021-11-06;M;517;1;16;2776;399186;18517
Midtjylland;2021-11-06;M;143;0;2;2776;399329;18519
Nordjylland;2021-11-06;M;61;0;1;2776;399390;18520
Sjælland;2021-11-06;M;140;0;0;2776;399530;18520
Syddanmark;2021-11-06;M;136;0;4;2776;399666;18524
Hovedstaden;2021-11-07;F;627;0;11;2776;400293;18535
Midtjylland;2021-11-07;F;240;0;0;2776;400533;18535
Nordjylland;2021-11-07;F;124;0;0;2776;400657;18535
Sjælland;2021-11-07;F;147;0;7;2776;400804;18542
Syddanmark;2021-11-07;F;188;1;6;2777;400992;18548
Hovedstaden;2021-11-07;M;622;4;22;2781;401614;18570
Midtjylland;2021-11-07;M;193;2;5;2783;401807;18575
Nordjylland;2021-11-07;M;87;1;2;2784;401894;18577
Sjælland;2021-11-07;M;158;0;2;2784;402052;18579
Syddanmark;2021-11-07;M;184;0;3;2784;402236;18582
Hovedstaden;2021-11-08;F;696;2;13;2786;402932;18595
Midtjylland;2021-11-08;F;262;0;2;2786;403194;18597
Nordjylland;2021-11-08;F;126;0;2;2786;403320;18599
Sjælland;2021-11-08;F;309;1;4;2787;403629;18603
Syddanmark;2021-11-08;F;262;0;2;2787;403891;18605
Hovedstaden;2021-11-08;M;731;2;24;2789;404622;18629
Midtjylland;2021-11-08;M;277;0;4;2789;404899;18633
Nordjylland;2021-11-08;M;125;1;3;2790;405024;18636
Sjælland;2021-11-08;M;286;0;6;2790;405310;18642
Syddanmark;2021-11-08;M;240;0;5;2790;405550;18647
Hovedstaden;2021-11-09;F;811;1;18;2791;406361;18665
Midtjylland;2021-11-09;F;298;0;2;2791;406659;18667
Nordjylland;2021-11-09;F;121;0;1;2791;406780;18668
Sjælland;2021-11-09;F;267;1;6;2792;407047;18674
Syddanmark;2021-11-09;F;279;1;5;2793;407326;18679
Hovedstaden;2021-11-09;M;811;0;16;2793;408137;18695
Midtjylland;2021-11-09;M;270;1;1;2794;408407;18696
Nordjylland;2021-11-09;M;142;0;1;2794;408549;18697
Sjælland;2021-11-09;M;264;0;4;2794;408813;18701
Syddanmark;2021-11-09;M;266;1;6;2795;409079;18707
Hovedstaden;2021-11-10;F;866;1;19;2796;409945;18726
Midtjylland;2021-11-10;F;297;0;1;2796;410242;18727
Nordjylland;2021-11-10;F;137;0;4;2796;410379;18731
Sjælland;2021-11-10;F;217;1;4;2797;410596;18735
Syddanmark;2021-11-10;F;257;0;8;2797;410853;18743
Hovedstaden;2021-11-10;M;818;2;10;2799;411671;18753
Midtjylland;2021-11-10;M;283;0;6;2799;411954;18759
Nordjylland;2021-11-10;M;138;3;5;2802;412092;18764
Sjælland;2021-11-10;M;223;1;8;2803;412315;18772
Syddanmark;2021-11-10;M;243;1;8;2804;412558;18780
Hovedstaden;2021-11-11;F;803;2;20;2806;413361;18800
Midtjylland;2021-11-11;F;252;0;3;2806;413613;18803
Nordjylland;2021-11-11;F;117;0;3;2806;413730;18806
Sjælland;2021-11-11;F;296;0;7;2806;414026;18813
Syddanmark;2021-11-11;F;261;0;2;2806;414287;18815
Hovedstaden;2021-11-11;M;762;2;15;2808;415049;18830
Midtjylland;2021-11-11;M;220;0;2;2808;415269;18832
Nordjylland;2021-11-11;M;104;0;3;2808;415373;18835
Sjælland;2021-11-11;M;307;3;11;2811;415680;18846
Syddanmark;2021-11-11;M;290;2;11;2813;415970;18857
Hovedstaden;2021-11-12;F;662;0;9;2813;416632;18866
Midtjylland;2021-11-12;F;222;0;3;2813;416854;18869
Nordjylland;2021-11-12;F;118;0;2;2813;416972;18871
Sjælland;2021-11-12;F;248;0;7;2813;417220;18878
Syddanmark;2021-11-12;F;241;1;8;2814;417461;18886
Hovedstaden;2021-11-12;M;661;2;17;2816;418122;18903
Midtjylland;2021-11-12;M;219;0;3;2816;418341;18906
Nordjylland;2021-11-12;M;128;1;4;2817;418469;18910
Sjælland;2021-11-12;M;228;3;12;2820;418697;18922
Syddanmark;2021-11-12;M;219;3;11;2823;418916;18933
Hovedstaden;2021-11-13;F;750;0;24;2823;419666;18957
Midtjylland;2021-11-13;F;271;0;4;2823;419937;18961
Nordjylland;2021-11-13;F;118;1;1;2824;420055;18962
Sjælland;2021-11-13;F;152;2;4;2826;420207;18966
Syddanmark;2021-11-13;F;212;1;3;2827;420419;18969
Hovedstaden;2021-11-13;M;686;2;12;2829;421105;18981
Midtjylland;2021-11-13;M;210;0;4;2829;421315;18985
Nordjylland;2021-11-13;M;114;0;4;2829;421429;18989
Sjælland;2021-11-13;M;165;1;7;2830;421594;18996
Syddanmark;2021-11-13;M;198;0;4;2830;421792;19000
Hovedstaden;2021-11-14;F;793;4;12;2834;422585;19012
Midtjylland;2021-11-14;F;245;0;8;2834;422830;19020
Nordjylland;2021-11-14;F;128;0;4;2834;422958;19024
Sjælland;2021-11-14;F;186;0;10;2834;423144;19034
Syddanmark;2021-11-14;F;226;0;2;2834;423370;19036
Hovedstaden;2021-11-14;M;749;3;15;2837;424119;19051
Midtjylland;2021-11-14;M;225;0;2;2837;424344;19053
Nordjylland;2021-11-14;M;119;1;5;2838;424463;19058
Sjælland;2021-11-14;M;151;5;13;2843;424614;19071
Syddanmark;2021-11-14;M;224;2;7;2845;424838;19078
Hovedstaden;2021-11-15;F;934;2;19;2847;425772;19097
Midtjylland;2021-11-15;F;336;0;5;2847;426108;19102
Nordjylland;2021-11-15;F;202;1;1;2848;426310;19103
Sjælland;2021-11-15;F;408;2;11;2850;426718;19114
Syddanmark;2021-11-15;F;419;2;11;2852;427137;19125
Hovedstaden;2021-11-15;M;970;2;18;2854;428107;19143
Midtjylland;2021-11-15;M;305;1;9;2855;428412;19152
Nordjylland;2021-11-15;M;157;1;4;2856;428569;19156
Sjælland;2021-11-15;M;383;3;7;2859;428952;19163
Syddanmark;2021-11-15;M;349;2;10;2861;429301;19173
Hovedstaden;2021-11-16;F;898;1;20;2862;430199;19193
Midtjylland;2021-11-16;F;287;2;3;2864;430486;19196
Nordjylland;2021-11-16;F;156;0;4;2864;430642;19200
Sjælland;2021-11-16;F;342;0;7;2864;430984;19207
Syddanmark;2021-11-16;F;343;0;6;2864;431327;19213
Hovedstaden;2021-11-16;M;917;2;21;2866;432244;19234
Midtjylland;2021-11-16;M;299;1;4;2867;432543;19238
Nordjylland;2021-11-16;M;157;0;1;2867;432700;19239
Sjælland;2021-11-16;M;322;1;8;2868;433022;19247
Syddanmark;2021-11-16;M;359;0;12;2868;433381;19259
Hovedstaden;2021-11-17;F;925;3;20;2871;434306;19279
Midtjylland;2021-11-17;F;309;0;9;2871;434615;19288
Nordjylland;2021-11-17;F;168;2;4;2873;434783;19292
Sjælland;2021-11-17;F;262;2;14;2875;435045;19306
Syddanmark;2021-11-17;F;319;1;5;2876;435364;19311
Hovedstaden;2021-11-17;M;890;1;11;2877;436254;19322
Midtjylland;2021-11-17;M;274;0;3;2877;436528;19325
Nordjylland;2021-11-17;M;188;0;1;2877;436716;19326
Sjælland;2021-11-17;M;206;3;7;2880;436922;19333
Syddanmark;2021-11-17;M;355;1;15;2881;437277;19348
Hovedstaden;2021-11-18;F;992;2;22;2883;438269;19370
