,group
0,0
1,0
2,0
3,3
4,0
5,1
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,0
17,1
18,1
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,3
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,3
39,0
40,1
41,0
42,3
43,0
44,1
45,0
46,1
47,0
48,0
49,0
50,0
51,3
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,3
62,3
63,3
64,0
65,3
66,3
67,1
68,1
69,1
70,0
71,0
72,3
73,0
74,0
75,1
76,1
77,3
78,1
79,0
80,0
81,0
82,1
83,0
84,0
85,0
86,1
87,3
88,0
89,0
90,0
91,3
92,3
93,3
94,1
95,0
96,2
97,0
98,1
99,0
100,1
101,1
102,0
103,0
104,0
105,0
106,1
107,0
108,0
109,3
110,0
111,0
112,0
113,0
114,0
115,0
116,3
117,0
118,0
119,0
120,0
121,1
122,1
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,1
134,1
135,0
136,3
137,0
138,3
139,1
140,0
141,1
142,0
143,3
144,1
145,0
146,3
147,1
148,1
149,0
150,0
151,3
152,0
153,3
154,0
155,1
156,1
157,3
158,0
159,0
160,0
161,3
162,3
163,0
164,0
165,3
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,3
181,3
182,0
183,3
184,0
185,1
186,3
187,3
188,1
189,0
190,0
191,0
192,0
193,3
194,0
195,0
196,3
197,0
198,0
199,1
200,3
201,0
202,0
203,0
204,0
205,1
206,0
207,3
208,1
209,1
210,3
211,3
212,0
213,3
214,0
215,0
216,0
217,1
218,3
219,0
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,1
228,0
229,3
230,0
231,0
232,0
233,1
234,0
235,0
236,3
237,0
238,3
239,0
240,0
241,0
242,0
243,0
244,0
245,1
246,0
247,1
248,3
249,3
250,1
251,0
252,0
253,0
254,0
255,1
256,0
257,1
258,1
259,0
260,3
261,3
262,0
263,0
264,0
265,1
266,0
267,3
268,1
269,0
270,3
271,0
272,0
273,0
274,1
275,0
276,1
277,3
278,1
279,1
280,0
281,0
282,3
283,0
284,0
285,0
286,1
287,3
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,3
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,1
305,1
306,0
307,0
308,1
309,1
310,3
311,1
312,1
313,1
314,1
315,0
316,0
317,0
318,0
319,1
320,3
321,1
322,0
323,0
324,1
325,0
326,0
327,0
328,1
329,3
330,0
331,0
332,3
333,1
334,0
335,0
336,3
337,3
338,0
339,1
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,1
348,3
349,0
350,1
351,0
352,0
353,0
354,0
355,1
356,3
357,3
358,0
359,3
360,0
361,0
362,1
363,0
364,0
365,0
366,1
367,0
368,0
369,3
370,0
371,1
372,0
373,0
374,0
375,3
376,0
377,0
378,1
379,0
380,0
381,3
382,0
383,0
384,0
385,1
386,0
387,0
388,3
389,3
390,0
391,0
392,0
393,0
394,0
395,1
396,0
397,3
398,0
399,1
400,1
401,0
402,3
403,0
404,0
405,1
406,1
407,1
408,1
409,0
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,0
418,3
419,0
420,0
421,0
422,0
423,3
424,0
425,0
426,0
427,3
428,0
429,1
430,3
431,3
432,1
433,0
434,0
435,1
436,3
437,1
438,3
439,0
440,3
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,1
449,1
450,1
451,1
452,0
453,0
454,0
455,1
456,1
457,1
458,1
459,1
460,0
461,0
462,1
463,0
464,0
465,1
466,0
467,3
468,0
469,1
470,3
471,0
472,1
473,1
474,1
475,0
476,0
477,0
478,0
479,1
480,0
481,1
482,1
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,3
491,0
492,0
493,0
494,0
495,1
496,3
497,0
498,0
499,0
500,0
501,3
502,1
503,0
504,1
505,0
506,0
507,1
508,0
509,0
510,0
511,0
512,3
513,3
514,0
515,0
516,0
517,1
518,3
519,3
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,1
528,3
529,1
530,0
531,0
532,0
