,group_prob,group
0,0.9144905588785378,0
1,0.9958866354591047,0
2,0.9096212989859738,6
3,0.9282042925835828,6
4,0.9947853979755966,4
5,0.5667747014166087,5
6,0.9943176106315602,4
7,0.3483651948296779,0
8,0.9315539327396736,6
9,0.9978733596716909,4
10,0.42162472634810383,3
11,0.8749254868628926,0
12,0.4602734679579694,3
13,0.325977793687642,6
14,0.41928848426449833,6
15,0.8988797444128234,5
16,0.9192416884775265,6
17,0.9120808491882939,6
18,0.9985237881607315,0
19,0.704937951109923,6
20,0.8715735527902915,2
21,0.4103706953112623,6
22,0.8148179524049577,3
23,0.6026286542289538,2
24,0.5874283494094167,0
25,0.37796977794769104,3
26,0.9950525794983944,4
27,0.9356412402910184,0
28,0.7046215494042842,1
29,0.7354981906180149,1
30,0.630146801744005,2
31,0.7454734352805745,2
32,0.5706861678518893,6
33,0.6287154767150824,3
34,0.995291738835412,4
35,0.5951134502468304,6
36,0.5637059884361495,2
37,0.9986736243650003,4
38,0.9762437168186325,4
39,0.9934537719078488,4
40,0.5803088581010082,2
41,0.9963643915248883,4
42,0.5011120253699178,2
43,0.9936334350882433,4
44,0.9951322235961024,4
45,0.8818997733446529,6
46,0.9995037008872362,0
47,0.755281911261237,6
48,0.6225056616354199,2
49,0.974755098763528,0
50,0.645173677359592,2
51,0.9952632437120634,4
52,0.895059048344427,2
53,0.3992802547083014,3
54,0.9976677397412407,4
55,0.9231293191144925,0
56,0.9932262318371479,4
57,0.917268834009503,2
58,0.49982584294566024,3
59,0.7495312343023562,5
60,0.6031378392611506,3
61,0.9948259932708807,4
62,0.48674232221433666,2
63,0.7205618727885521,2
64,0.9966780678661273,4
65,0.9986008425521931,4
66,0.49032677416126186,6
67,0.9975681201534939,4
68,0.9752683191494628,5
69,0.9931812636460017,4
70,0.9945813264567551,4
71,0.9976908312429892,4
72,0.5230243562918061,0
73,0.608030024195873,3
74,0.5103005934137267,5
75,0.518552355334276,6
76,0.46906598192750015,3
77,0.42810972426758936,3
78,0.5230148103713722,2
79,0.5779490078449728,2
80,0.48490904522961714,5
81,0.7631646038940438,2
82,0.579868113694111,6
83,0.8276905883171576,2
84,0.6116645628436377,6
85,0.8994480136340527,2
86,0.8531514397066233,1
87,0.6715757697495418,2
88,0.4096940372549323,3
89,0.5439199970116076,3
90,0.987800014017912,4
91,0.9059506757608333,2
92,0.8884151321097712,4
93,0.9995223201253728,5
94,0.9211199996047447,6
95,0.9887968914931556,0
96,0.6769676732967377,6
97,0.7181045188863938,5
98,0.9952594084972802,4
99,0.47332023374957877,2
100,0.9954511219864853,4
101,0.9135365132194412,6
102,0.9350875407564485,6
103,0.5237815470230878,0
104,0.7602556802712039,6
105,0.4543186341590653,6
106,0.8860364798855311,0
107,0.9975210792217786,4
108,0.8908081233615748,6
109,0.9389734524524652,2
110,0.9981407383096405,4
111,0.633024546946601,0
112,0.9011277358415752,2
113,0.9969047329372722,4
114,0.9975636835254839,5
115,0.809893561943846,1
116,0.9352939344861722,2
117,0.9420175021690415,0
118,0.8371865423199158,2
119,0.9110863718030139,2
120,0.9903403748062272,4
121,0.5376855731747135,5
122,0.49505113131131884,2
123,0.43788212577611774,3
124,0.9993946138653056,0
125,0.842813624135879,2
126,0.7961495043340063,2
127,0.9954297120451971,4
128,0.46273847357299164,2
129,0.8729847356436345,3
130,0.5201005636742672,6
131,0.4746885332898621,0
132,0.7371743155654334,6
133,0.4423282296079088,1
134,0.8903999301031569,2
135,0.8010349967578564,2
136,0.8449506375592365,2
137,0.8013203734349745,2
138,0.9999510489204843,5
139,0.7157654202150513,6
140,0.6756053847431093,6
141,0.6061026220750964,0
142,0.48122914797540833,2
143,0.9946974450979424,4
144,0.8619344308051891,6
145,0.7205355213915877,2
146,0.7663101945325412,2
147,0.8060439007278433,6
148,0.9779632765180738,4
149,0.8694718396750512,6
150,0.9115731444729332,6
151,0.6627950543116827,3
152,0.6129652944290753,5
153,0.6094526219086563,6
154,0.76613475855301,2
155,0.5155161405916475,3
156,0.8435508691416439,6
157,0.9981815458969039,4
158,0.9949387145449748,4
159,0.8733445819225754,6
160,0.5842660827481108,2
161,0.8597485991938939,2
162,0.7848362658337222,3
163,0.9975125286602887,4
164,0.9989465712301054,0
165,0.8076323502087939,3
166,0.9287418781685636,6
167,0.6368062676226734,5
168,0.9952040160403357,4
169,0.979095508477164,4
170,0.8597844394124412,2
171,0.535474354227584,3
172,0.6435701294052376,1
173,0.9716274398196304,0
174,0.7899541025882963,2
175,0.9929531390563715,4
176,0.5642029378838562,1
177,0.9967220870387233,4
178,0.9427013359038381,6
179,0.5856755322770654,6
180,0.7191064560004502,6
181,0.6867692589425881,5
182,0.7772042596458898,1
183,0.9959860845775976,4
184,0.6630297573473518,5
185,0.812017962345164,6
186,0.5458954042989829,3
187,0.8720677927966846,2
188,0.9092520303460359,1
189,0.4743134337578152,1
190,0.9939295191776908,4
191,0.7844439389690201,6
192,0.9938053919273979,4
193,0.9945504891488786,4
194,0.5177273817633906,2
195,0.8379267469956188,2
196,0.5763831670068786,6
197,0.7132075011043895,0
198,0.9961831154729868,4
199,0.9937468710957529,4
200,0.6289578000999385,3
201,0.8183477489412899,2
202,0.5110822941910236,2
203,0.9899527885107724,4
204,0.6432986450137217,2
205,0.5039532352313154,2
206,0.9916363629110295,4
207,0.3647623824937765,2
208,0.7898675809557099,6
209,0.5344574299726895,1
210,0.5535770044512107,1
211,0.890786764068982,2
212,0.9955360662373287,4
213,0.9311841594892313,3
214,0.9948687114478072,5
215,0.4453459086850382,6
216,0.5492522552183874,1
217,0.9755812510489511,5
218,0.5220007451740484,2
219,0.8658004016060372,1
220,0.4576807521547764,2
221,0.4247344979811153,3
222,0.6625796077104713,5
223,0.9973462984423955,5
224,0.8762468986142313,6
225,0.9956570961519914,4
226,0.994561178482072,4
227,0.4686198109195589,0
228,0.4708810456298959,3
229,0.4150089795237805,5
230,0.823943551196327,2
231,0.8118953275979718,6
232,0.6705369957357079,2
233,0.5334324049155692,2
234,0.9940065737885433,4
235,0.5243732250767131,3
236,0.5742608724058672,2
237,0.9967774249820609,4
238,0.620403662170815,1
239,0.586677236275911,3
240,0.6554318369863422,2
241,0.4859179871398603,3
242,0.8108728508754718,2
243,0.8315865294289364,2
244,0.998972511721848,4
245,0.9968980652488927,4
246,0.8857872935956494,5
247,0.8720230442853666,2
248,0.7421055397121568,1
249,0.8034795387866552,2
250,0.5687125611710863,2
251,0.49483669332727287,2
252,0.5567122548803202,5
253,0.5759622014915641,5
254,0.9348152845493327,2
255,0.659205783135941,0
256,0.8819858813288468,2
257,0.8510138556522299,2
258,0.7843363170579175,6
259,0.9972926425529471,0
260,0.7898353520226903,3
261,0.49922521292407457,2
262,0.9975298740597836,4
263,0.9904068073812861,4
264,0.7437301491549541,3
265,0.41645747385402676,1
266,0.5842254727758024,6
267,0.6060891049524444,3
268,0.43828585308032053,2
269,0.7832448985930928,3
270,0.9893977162179223,5
271,0.5423621417558583,5
272,0.4876668537889026,5
273,0.6767351446259058,1
274,0.6386641133194599,0
275,0.6344569246833492,3
276,0.5343060941168506,5
277,0.8569978744611509,0
278,0.6045592444281345,1
279,0.9787389242025536,0
280,0.8957744540516107,6
281,0.9842810592653508,4
282,0.8385864269870311,2
283,0.8897029584572612,6
284,0.9066895831418921,1
285,0.9494058514121938,6
286,0.7985098159469473,2
287,0.9416262673762066,6
288,0.8243360392922439,2
289,0.4172381490320129,3
290,0.48097980915019106,1
291,0.4054206931199043,2
292,0.9607851780189642,2
293,0.7598617662750536,2
294,0.6265996890124083,2
295,0.7080570651193934,3
296,0.4874485641631522,5
297,0.6822615006984986,5
298,0.6151840259264005,2
299,0.9066972213993113,2
300,0.9859588716170182,0
301,0.9915996085766255,4
302,0.83372033301327,2
303,0.4875767000181063,2
304,0.6719363590934816,2
305,0.9957062112274329,4
306,0.989420978821,4
307,0.5611276097715949,6
308,0.7918867963670717,2
309,0.5859013399836006,0
310,0.9976301568068828,0
311,0.5954031166831165,3
312,0.8458620071976709,2
313,0.8906816218360497,2
314,0.9669298218070742,6
315,0.9968627183819745,4
316,0.5891479736445226,3
317,0.9264158946448876,1
318,0.8093708070014887,1
319,0.8245240740077528,1
320,0.5807677144398148,2
321,0.9968759824620589,4
322,0.995927729568436,4
323,0.5568287469242276,3
324,0.9968268121374587,4
325,0.9424108452615267,2
326,0.9883957847210042,4
327,0.6952956786093781,2
328,0.405370864667562,3
329,0.5687928124207734,1
330,0.5122205825240789,3
331,0.7146190389047015,2
332,0.8866428582387805,6
333,0.7929591532180539,6
334,0.9895902715421395,4
335,0.4060714454563001,2
336,0.9256408271980004,2
337,0.585753046135663,6
338,0.9946963437236561,4
339,0.5223639109036166,2
340,0.5635267695571279,1
341,0.9166778911761236,0
342,0.37162716077451746,6
343,0.997096960468086,0
344,0.9594110499933225,0
345,0.981212630458371,0
346,0.7714184450120061,2
347,0.9134581462238847,0
348,0.8983737476055945,6
349,0.5928633646051424,2
350,0.9975872182056518,4
351,0.9927235042284379,4
352,0.42321111780986104,3
353,0.44749020699229736,3
354,0.829129743283113,2
355,0.996370725999767,4
356,0.8076252490796384,2
357,0.8487825991185115,2
358,0.3379362397642868,2
359,0.5051209148392884,1
360,0.649480007225803,1
361,0.4690404630545724,6
362,0.7502544460732458,5
363,0.5257556013811236,1
364,0.9967360972338242,4
365,0.8561601318858086,0
366,0.6803882163433567,2
367,0.9961813244847277,4
368,0.8503527100962879,6
369,0.37196307387262956,3
370,0.41917287338967646,3
371,0.6711523634286273,6
372,0.9970246957827108,4
373,0.6600496542804911,2
374,0.4186834391460658,3
375,0.43739537795235295,2
376,0.9970155920017288,4
377,0.9997270895081757,0
378,0.9423420556036104,6
379,0.9947458340396229,4
380,0.3521613967029198,3
381,0.8017634820755171,6
