,date,group,percentage
0,2020-07-16,0,0.421259842519685
1,2020-07-17,0,0.4421965317919075
2,2020-07-18,0,0.4
3,2020-07-19,0,0.45318352059925093
4,2020-07-20,0,0.35785953177257523
5,2020-07-21,0,0.41702127659574467
6,2020-07-22,0,0.45695364238410596
7,2020-07-23,0,0.45491803278688525
8,2020-07-24,0,0.4576923076923077
9,2020-07-25,0,0.41055718475073316
10,2020-07-26,0,0.47761194029850745
11,2020-07-27,0,0.38944723618090454
12,2020-07-28,0,0.3741496598639456
13,2020-07-29,0,0.421875
14,2020-07-30,0,0.4346846846846847
15,2020-07-31,0,0.43724696356275305
16,2020-08-01,0,0.44
17,2020-08-02,0,0.4198473282442748
18,2020-08-03,0,0.4180064308681672
19,2020-08-04,0,0.42962962962962964
20,2020-08-05,0,0.40344827586206894
21,2020-08-06,0,0.37446808510638296
22,2020-08-07,0,0.3699186991869919
23,2020-08-08,0,0.4336283185840708
24,2020-08-09,0,0.4037735849056604
25,2020-08-10,0,0.4048582995951417
26,2020-08-11,0,0.3875
27,2020-08-12,0,0.3684210526315789
28,2020-08-13,0,0.3408239700374532
29,2020-08-14,0,0.3888888888888889
30,2020-08-15,0,0.40794223826714804
31,2020-08-16,0,0.3253731343283582
32,2020-08-17,0,0.38275862068965516
33,2020-08-18,0,0.4331395348837209
34,2020-08-19,0,0.4
35,2020-08-20,0,0.33157894736842103
36,2020-08-21,0,0.35
37,2020-08-22,0,0.32142857142857145
38,2020-08-23,0,0.44545454545454544
39,2020-08-24,0,0.36824324324324326
40,2020-08-25,0,0.38222222222222224
41,2020-08-26,0,0.330188679245283
42,2020-08-27,0,0.3202846975088968
43,2020-08-28,0,0.39344262295081966
44,2020-08-29,0,0.38337801608579086
45,2020-08-30,0,0.3789954337899543
46,2020-08-31,0,0.375
47,2020-09-01,0,0.3459715639810427
48,2020-09-02,0,0.3739130434782609
49,2020-09-03,0,0.32113821138211385
50,2020-09-04,0,0.42913385826771655
51,2020-09-05,0,0.4256198347107438
52,2020-09-06,0,0.35964912280701755
53,2020-09-07,0,0.35909090909090907
54,2020-09-08,0,0.34686346863468637
55,2020-09-09,0,0.3132530120481928
56,2020-09-10,0,0.3333333333333333
57,2020-09-11,0,0.39245283018867927
58,2020-09-12,0,0.3780160857908847
59,2020-09-13,0,0.3575418994413408
60,2020-09-14,0,0.36693548387096775
61,2020-09-15,0,0.40816326530612246
62,2020-09-16,0,0.3640776699029126
63,2020-09-17,0,0.34575569358178054
64,2020-09-18,0,0.3835616438356164
65,2020-09-19,0,0.4416243654822335
66,2020-09-20,0,0.39589442815249265
67,2020-09-21,0,0.35161290322580646
68,2020-09-22,0,0.39692307692307693
69,2020-09-23,0,0.35185185185185186
70,2020-09-24,0,0.40601503759398494
71,2020-09-25,0,0.3897058823529412
72,2020-09-26,0,0.4463276836158192
73,2020-09-27,0,0.42045454545454547
74,2020-09-28,0,0.3746898263027295
75,2020-09-29,0,0.37906976744186044
76,2020-09-30,0,0.39141414141414144
77,2020-10-01,0,0.4249201277955272
78,2020-10-02,0,0.43253968253968256
79,2020-10-03,0,0.3807531380753138
80,2020-10-04,0,0.47493403693931396
81,2020-10-05,0,0.39692307692307693
82,2020-10-06,0,0.3904494382022472
83,2020-10-07,0,0.3993055555555556
84,2020-10-08,0,0.37894736842105264
85,2020-10-09,0,0.4661016949152542
86,2020-10-10,0,0.40425531914893614
87,2020-10-11,0,0.4483985765124555
88,2020-10-12,0,0.46938775510204084
89,2020-10-13,0,0.4423076923076923
90,2020-10-14,0,0.4578313253012048
91,2020-10-15,0,0.425
92,2020-10-16,0,0.47468354430379744
93,2020-10-17,0,0.396875
94,2020-10-18,0,0.42033898305084744
95,2020-10-19,0,0.38188976377952755
96,2020-10-20,0,0.41260744985673353
97,2020-10-21,0,0.4117647058823529
98,2020-10-22,0,0.37545126353790614
99,2020-10-23,0,0.40707964601769914
100,2020-10-24,0,0.3632075471698113
101,2020-10-25,0,0.3701067615658363
102,2020-10-26,0,0.397196261682243
103,2020-10-27,0,0.3762057877813505
104,2020-10-28,0,0.3482587064676617
105,2020-10-29,0,0.3888888888888889
106,2020-10-30,0,0.35094339622641507
107,2020-10-31,0,0.35365853658536583
108,2020-11-01,0,0.3248175182481752
109,2020-11-02,0,0.3183279742765273
110,2020-11-03,0,0.3665338645418327
111,2020-11-04,0,0.3978494623655914
112,2020-11-05,0,0.3411214953271028
113,2020-11-06,0,0.4
114,2020-11-07,0,0.3894736842105263
115,2020-11-08,0,0.38440111420612816
116,2020-11-09,0,0.3860294117647059
117,2020-11-10,0,0.4424778761061947
118,2020-11-11,0,0.3821656050955414
119,2020-11-12,0,0.41761363636363635
120,2020-11-13,0,0.40425531914893614
121,2020-11-14,0,0.3806228373702422
122,2020-11-15,0,0.43617021276595747
123,2020-11-16,0,0.359504132231405
124,2020-11-17,0,0.34183673469387754
125,2020-11-18,0,0.3728813559322034
126,2020-11-19,0,0.4144144144144144
127,2020-11-20,0,0.3893805309734513
128,2020-11-21,0,0.3622291021671827
129,2020-11-22,0,0.37545126353790614
130,2020-11-23,0,0.40370370370370373
131,2020-11-24,0,0.38934426229508196
132,2020-11-25,0,0.34210526315789475
133,2020-11-26,0,0.3607843137254902
134,2020-11-27,0,0.42790697674418604
135,2020-11-28,0,0.3713235294117647
136,2020-11-29,0,0.3463035019455253
137,2020-11-30,0,0.3779527559055118
138,2020-12-01,0,0.40186915887850466
139,2020-12-02,0,0.390625
140,2020-12-03,0,0.352112676056338
141,2020-12-04,0,0.4444444444444444
142,2020-12-05,0,0.43790849673202614
143,2020-12-06,0,0.40893470790378006
144,2020-12-07,0,0.4276729559748428
145,2020-12-08,0,0.3681592039800995
146,2020-12-09,0,0.3639705882352941
147,2020-12-10,0,0.34418604651162793
148,2020-12-11,0,0.3568627450980392
149,2020-12-12,0,0.30711610486891383
150,2020-12-13,0,0.30223880597014924
151,2020-12-14,0,0.33203125
152,2020-12-15,0,0.36153846153846153
153,2020-12-16,0,0.35172413793103446
154,2020-12-17,0,0.2867383512544803
155,2020-12-18,0,0.2719665271966527
156,2020-12-19,0,0.2932098765432099
157,2020-12-20,0,0.30523255813953487
158,2020-12-21,0,0.3114754098360656
159,2020-12-22,0,0.2796610169491525
160,2020-12-23,0,0.3
161,2020-12-24,0,0.422680412371134
162,2020-12-25,0,0.26791277258566976
163,2020-12-26,0,0.2982456140350877
164,2020-12-27,0,0.3371212121212121
165,2020-12-28,0,0.29508196721311475
166,2020-12-29,0,0.368
167,2020-12-30,0,0.1509433962264151
168,2020-12-31,0,0.18518518518518517
169,2021-01-01,0,0.23809523809523808
170,2021-01-02,0,0.3595505617977528
171,2021-01-03,0,0.27053140096618356
172,2021-01-04,0,0.30513595166163143
173,2021-01-05,0,0.27358490566037735
174,2021-01-06,0,0.2765151515151515
175,2021-01-07,0,0.2863247863247863
176,2021-01-08,0,0.2606060606060606
177,2021-01-09,0,0.22818791946308725
178,2021-01-10,0,0.2842809364548495
179,2021-01-11,0,0.29310344827586204
180,2021-01-12,0,0.2409090909090909
181,2021-01-13,0,0.2972972972972973
182,2021-01-14,0,0.291044776119403
183,2021-01-15,0,0.33796296296296297
184,2021-01-16,0,0.2514124293785311
185,2021-01-17,0,0.24363636363636362
186,2021-01-18,0,0.30412371134020616
187,2021-01-19,0,0.2314540059347181
188,2021-01-20,0,0.33064516129032256
189,2021-01-21,0,0.2132701421800948
190,2021-01-22,0,0.25906735751295334
191,2021-01-23,0,0.3079584775086505
192,2021-01-24,0,0.27391304347826084
193,2021-01-25,0,0.3035019455252918
194,2021-01-26,0,0.31365313653136534
195,2021-01-27,0,0.26587301587301587
196,2021-01-28,0,0.29838709677419356
197,2021-01-29,0,0.25274725274725274
198,2021-01-30,0,0.3793103448275862
199,2021-01-31,0,0.3122923588039867
200,2021-02-01,0,0.30916030534351147
