,date,group,percentage
0,2020-07-16,0,0.4066390041493776
1,2020-07-17,0,0.4727272727272727
2,2020-07-18,0,0.34494773519163763
3,2020-07-19,0,0.40625
4,2020-07-20,0,0.34843205574912894
5,2020-07-21,0,0.38666666666666666
6,2020-07-22,0,0.46366782006920415
7,2020-07-23,0,0.4425531914893617
8,2020-07-24,0,0.46215139442231074
9,2020-07-25,0,0.3799392097264438
10,2020-07-26,0,0.45
11,2020-07-27,0,0.3856041131105398
12,2020-07-28,0,0.3806228373702422
13,2020-07-29,0,0.40425531914893614
14,2020-07-30,0,0.4110854503464203
15,2020-07-31,0,0.4730290456431535
16,2020-08-01,0,0.43317972350230416
17,2020-08-02,0,0.390625
18,2020-08-03,0,0.38666666666666666
19,2020-08-04,0,0.4318181818181818
20,2020-08-05,0,0.4148936170212766
21,2020-08-06,0,0.3624454148471616
22,2020-08-07,0,0.37130801687763715
23,2020-08-08,0,0.39090909090909093
24,2020-08-09,0,0.42248062015503873
25,2020-08-10,0,0.37130801687763715
26,2020-08-11,0,0.36942675159235666
27,2020-08-12,0,0.3684210526315789
28,2020-08-13,0,0.3557312252964427
29,2020-08-14,0,0.39768339768339767
30,2020-08-15,0,0.41947565543071164
31,2020-08-16,0,0.3470031545741325
32,2020-08-17,0,0.3655913978494624
33,2020-08-18,0,0.4166666666666667
34,2020-08-19,0,0.4036363636363636
35,2020-08-20,0,0.32967032967032966
36,2020-08-21,0,0.3605150214592275
37,2020-08-22,0,0.32098765432098764
38,2020-08-23,0,0.42592592592592593
39,2020-08-24,0,0.3402061855670103
40,2020-08-25,0,0.38620689655172413
41,2020-08-26,0,0.3488372093023256
42,2020-08-27,0,0.3037037037037037
43,2020-08-28,0,0.35
44,2020-08-29,0,0.36235955056179775
45,2020-08-30,0,0.35391923990498814
46,2020-08-31,0,0.3494736842105263
47,2020-09-01,0,0.3439024390243902
48,2020-09-02,0,0.3556231003039514
49,2020-09-03,0,0.3090128755364807
50,2020-09-04,0,0.4065040650406504
51,2020-09-05,0,0.3879310344827586
52,2020-09-06,0,0.35398230088495575
53,2020-09-07,0,0.3412322274881517
54,2020-09-08,0,0.36186770428015563
55,2020-09-09,0,0.2981366459627329
56,2020-09-10,0,0.3522012578616352
57,2020-09-11,0,0.3852140077821012
58,2020-09-12,0,0.37362637362637363
59,2020-09-13,0,0.391304347826087
60,2020-09-14,0,0.3497942386831276
61,2020-09-15,0,0.44405594405594406
62,2020-09-16,0,0.3811881188118812
63,2020-09-17,0,0.36853448275862066
64,2020-09-18,0,0.4119318181818182
65,2020-09-19,0,0.4329896907216495
66,2020-09-20,0,0.44108761329305135
67,2020-09-21,0,0.40264026402640263
68,2020-09-22,0,0.41009463722397477
69,2020-09-23,0,0.3831417624521073
70,2020-09-24,0,0.437984496124031
71,2020-09-25,0,0.45353159851301117
72,2020-09-26,0,0.4421965317919075
73,2020-09-27,0,0.4389763779527559
74,2020-09-28,0,0.4050632911392405
75,2020-09-29,0,0.39659367396593675
76,2020-09-30,0,0.41836734693877553
77,2020-10-01,0,0.44299674267100975
78,2020-10-02,0,0.4475806451612903
79,2020-10-03,0,0.4279661016949153
80,2020-10-04,0,0.49595687331536387
81,2020-10-05,0,0.4012738853503185
82,2020-10-06,0,0.4326647564469914
83,2020-10-07,0,0.4142857142857143
84,2020-10-08,0,0.39855072463768115
85,2020-10-09,0,0.45132743362831856
86,2020-10-10,0,0.43171806167400884
87,2020-10-11,0,0.4693140794223827
88,2020-10-12,0,0.5
89,2020-10-13,0,0.43253968253968256
90,2020-10-14,0,0.4567901234567901
91,2020-10-15,0,0.41739130434782606
92,2020-10-16,0,0.4675324675324675
93,2020-10-17,0,0.42810457516339867
94,2020-10-18,0,0.42105263157894735
95,2020-10-19,0,0.37872340425531914
96,2020-10-20,0,0.43582089552238806
97,2020-10-21,0,0.4336917562724014
98,2020-10-22,0,0.40977443609022557
99,2020-10-23,0,0.4444444444444444
100,2020-10-24,0,0.39753086419753086
101,2020-10-25,0,0.4051094890510949
102,2020-10-26,0,0.41849148418491483
103,2020-10-27,0,0.4180602006688963
104,2020-10-28,0,0.4052631578947368
105,2020-10-29,0,0.3760217983651226
106,2020-10-30,0,0.40711462450592883
107,2020-10-31,0,0.3829787234042553
108,2020-11-01,0,0.35315985130111527
109,2020-11-02,0,0.348993288590604
110,2020-11-03,0,0.3877551020408163
111,2020-11-04,0,0.41509433962264153
112,2020-11-05,0,0.3694581280788177
113,2020-11-06,0,0.4108527131782946
114,2020-11-07,0,0.44244604316546765
115,2020-11-08,0,0.4207492795389049
116,2020-11-09,0,0.42803030303030304
117,2020-11-10,0,0.4246575342465753
118,2020-11-11,0,0.38666666666666666
119,2020-11-12,0,0.4434782608695652
120,2020-11-13,0,0.41353383458646614
121,2020-11-14,0,0.3964285714285714
122,2020-11-15,0,0.48148148148148145
123,2020-11-16,0,0.4217391304347826
124,2020-11-17,0,0.3854166666666667
125,2020-11-18,0,0.3964757709251101
126,2020-11-19,0,0.45794392523364486
127,2020-11-20,0,0.42857142857142855
128,2020-11-21,0,0.3980891719745223
129,2020-11-22,0,0.43656716417910446
130,2020-11-23,0,0.41923076923076924
131,2020-11-24,0,0.4322033898305085
132,2020-11-25,0,0.375886524822695
133,2020-11-26,0,0.4146341463414634
134,2020-11-27,0,0.45410628019323673
135,2020-11-28,0,0.4075471698113208
136,2020-11-29,0,0.3709677419354839
137,2020-11-30,0,0.4083333333333333
138,2020-12-01,0,0.4236453201970443
139,2020-12-02,0,0.44505494505494503
140,2020-12-03,0,0.42718446601941745
141,2020-12-04,0,0.4695121951219512
142,2020-12-05,0,0.4666666666666667
143,2020-12-06,0,0.44680851063829785
144,2020-12-07,0,0.42207792207792205
145,2020-12-08,0,0.39690721649484534
146,2020-12-09,0,0.3968871595330739
147,2020-12-10,0,0.4029126213592233
148,2020-12-11,0,0.3815261044176707
149,2020-12-12,0,0.3463035019455253
150,2020-12-13,0,0.3204633204633205
151,2020-12-14,0,0.34274193548387094
152,2020-12-15,0,0.40784313725490196
153,2020-12-16,0,0.4253731343283582
154,2020-12-17,0,0.32342007434944237
155,2020-12-18,0,0.2905982905982906
156,2020-12-19,0,0.33860759493670883
157,2020-12-20,0,0.3502994011976048
158,2020-12-21,0,0.37606837606837606
159,2020-12-22,0,0.31988472622478387
160,2020-12-23,0,0.3391812865497076
161,2020-12-24,0,0.41935483870967744
162,2020-12-25,0,0.3193548387096774
163,2020-12-26,0,0.36036036036036034
164,2020-12-27,0,0.336
165,2020-12-28,0,0.33191489361702126
166,2020-12-29,0,0.4065040650406504
167,2020-12-30,0,0.17647058823529413
168,2020-12-31,0,0.25925925925925924
169,2021-01-01,0,0.2857142857142857
170,2021-01-02,0,0.3793103448275862
171,2021-01-03,0,0.33
172,2021-01-04,0,0.3605015673981191
173,2021-01-05,0,0.31475409836065577
174,2021-01-06,0,0.3058823529411765
175,2021-01-07,0,0.3656387665198238
176,2021-01-08,0,0.33962264150943394
177,2021-01-09,0,0.296551724137931
178,2021-01-10,0,0.32525951557093424
179,2021-01-11,0,0.35714285714285715
180,2021-01-12,0,0.2898550724637681
181,2021-01-13,0,0.3333333333333333
182,2021-01-14,0,0.3372093023255814
183,2021-01-15,0,0.3380952380952381
184,2021-01-16,0,0.29705882352941176
185,2021-01-17,0,0.2786259541984733
186,2021-01-18,0,0.32978723404255317
187,2021-01-19,0,0.2884012539184953
188,2021-01-20,0,0.3628691983122363
189,2021-01-21,0,0.26865671641791045
190,2021-01-22,0,0.2896174863387978
191,2021-01-23,0,0.35144927536231885
192,2021-01-24,0,0.3141592920353982
193,2021-01-25,0,0.332
194,2021-01-26,0,0.32567049808429116
195,2021-01-27,0,0.30864197530864196
196,2021-01-28,0,0.3291139240506329
197,2021-01-29,0,0.2832369942196532
198,2021-01-30,0,0.39285714285714285
199,2021-01-31,0,0.3321917808219178
200,2021-02-01,0,0.3359683794466403
