iteration,random_seed,method,number_cluster,silhouette_score,ch_score,model_specific_score,db_score
0,164,gmm_full,2,0.16062380415349173,6214.334265644724,-124545.75014721115,2.6398861922375687
0,164,gmm_full,3,0.023098600751179314,4080.7650604955793,-132898.8012294304,3.756906796639188
0,164,gmm_full,4,0.022535491972263264,3488.0713699544094,-168092.59316387886,3.2753565444997275
0,164,gmm_full,5,0.018051937130803275,3349.2060184207407,-172415.7294481564,3.440828008550413
0,164,gmm_full,6,0.0013726284985627441,2970.6362402118734,-174639.86740157925,4.260514838228013
0,164,gmm_full,7,-0.007111467514347623,2472.5956159765105,-178164.54849665795,4.649986917186739
0,164,gmm_tied,2,0.24130391564164547,3581.647358960849,-103728.36344005201,1.8113483603290987
0,164,gmm_tied,3,0.14197541259005086,6035.568550115854,-104215.1996260955,2.0195172172483202
0,164,gmm_tied,4,0.14596562476331526,5714.980405256528,-115612.89355457069,1.857976922950762
0,164,gmm_tied,5,0.13711012604940656,5509.408053116282,-117526.15016359846,1.8169622168132207
0,164,gmm_tied,6,0.12642548461859007,5211.237426120107,-117685.90206776759,1.7753424458054905
0,164,gmm_tied,7,0.11539095870264277,5225.089654615578,-117892.7857156725,1.8385327156623272
0,164,gmm_diag,2,0.15402854202654742,8395.824738961386,-106780.9645167087,2.286609788700064
0,164,gmm_diag,3,0.059665681082931424,5111.9470547914425,-122775.89992786165,2.9321018255799527
0,164,gmm_diag,4,0.032006515137447344,4140.651619532434,-155850.6651973579,4.48774115087082
0,164,gmm_diag,5,0.030804691204491235,3831.137477788121,-162512.94918261567,3.601479085942178
0,164,gmm_diag,6,0.03624121997450866,3717.200500526268,-167204.345615869,3.247117271888311
0,164,gmm_diag,7,0.005198246293234362,3269.9639144721373,-169552.61118723842,3.7692994073169173
0,164,gmm_spherical,2,0.21455946881285043,8598.85463324064,-76747.68582872566,2.2080837691594715
0,164,gmm_spherical,3,0.12645823332730582,8306.871008391228,-86752.44610069403,1.9044835934370112
0,164,gmm_spherical,4,0.08791080674497591,6391.70560646014,-93642.3139088484,2.4509704772602228
0,164,gmm_spherical,5,0.1084326963320527,6308.960435906388,-96753.06139761861,2.1530954072870387
0,164,gmm_spherical,6,0.11346493180244173,5901.000349573987,-99893.4570791271,1.9405300113128527
0,164,gmm_spherical,7,0.13355692083282292,6261.48611546329,-101690.46892646464,1.7222075276491269
0,164,kmeans,2,0.1867991195748914,10527.468380191913,9059.160729003082,1.9998733078718158
0,164,kmeans,3,0.15432401641247365,9624.276788014651,7948.791172225483,1.794223650034781
0,164,kmeans,4,0.15814585367009723,8109.849627021453,7356.8793178275155,1.8050465372227853
0,164,kmeans,5,0.14430865298108692,7363.308001310981,6871.152808457276,1.7350108997549534
0,164,kmeans,6,0.14988348770319768,6971.123995896533,6437.627616017839,1.677524673863765
0,164,kmeans,7,0.13938284361471068,6649.764298563025,6081.872419615467,1.6256650410294087
1,130,gmm_full,2,0.16063903497384546,6215.275541612897,-124545.50264654227,2.639663326571969
1,130,gmm_full,3,0.023041694828127016,4080.3707035903103,-132894.56001340735,3.7573636250694347
1,130,gmm_full,4,0.030544625978352318,3603.7323551469703,-168057.75128905065,3.170996058564177
1,130,gmm_full,5,0.01793354809751532,3342.8418899334124,-172403.87780785828,3.447790023669036
1,130,gmm_full,6,0.01206723821842673,3045.734046234165,-174684.30884655163,3.4443412217895797
1,130,gmm_full,7,0.0016650418366642471,2805.44438511872,-176715.30898279458,3.6984560269460984
1,130,gmm_tied,2,0.2412904788776169,3582.2941871592006,-103728.08694740973,1.8114535432695988
1,130,gmm_tied,3,0.1419748407425287,6035.665593637777,-104215.28376206,2.0194720722440986
1,130,gmm_tied,4,0.14601991857057026,5714.93154415241,-115612.37849013448,1.855603520915483
1,130,gmm_tied,5,0.1380628431334541,5495.993001248607,-117563.49035235695,1.8095290655551879
1,130,gmm_tied,6,0.12740610945707867,5191.396866905223,-117735.15553952505,1.7736777594642967
1,130,gmm_tied,7,0.10145641013788621,4723.740179881076,-117878.46544151362,1.790552173073771
