"Kommune";"Kommunenavn";"Dato";"Bekræftede tilfælde"
740;Silkeborg;2021-05-24;16
746;Skanderborg;2021-05-24;8
751;Århus;2021-05-24;69
756;Ikast-Brande;2021-05-24;3
760;Ringkøbing-Skjern;2021-05-24;2
766;Hedensted;2021-05-24;5
779;Skive;2021-05-24;12
787;Thisted;2021-05-24;2
791;Viborg;2021-05-24;10
810;Brønderslev;2021-05-24;2
813;Frederikshavn;2021-05-24;1
820;Vesthimmerland;2021-05-24;7
840;Rebild;2021-05-24;4
846;Mariagerfjord;2021-05-24;5
849;Jammerbugt;2021-05-24;5
851;Aalborg;2021-05-24;64
860;Hjørring;2021-05-24;8
101;København;2021-05-25;197
147;Frederiksberg;2021-05-25;34
151;Ballerup;2021-05-25;7
153;Brøndby;2021-05-25;3
155;Dragør;2021-05-25;10
157;Gentofte;2021-05-25;20
159;Gladsaxe;2021-05-25;11
163;Herlev;2021-05-25;2
165;Albertslund;2021-05-25;7
167;Hvidovre;2021-05-25;10
169;Høje Tåstrup;2021-05-25;7
173;Lyngby-Taarbæk;2021-05-25;13
175;Rødovre;2021-05-25;10
183;Ishøj;2021-05-25;5
185;Tårnby;2021-05-25;5
187;Vallensbæk;2021-05-25;4
190;Furesø;2021-05-25;2
201;Allerød;2021-05-25;1
210;Fredensborg;2021-05-25;8
217;Helsingør;2021-05-25;2
219;Hillerød;2021-05-25;10
223;Hørsholm;2021-05-25;7
230;Rudersdal;2021-05-25;15
240;Egedal;2021-05-25;11
250;Frederikssund;2021-05-25;4
253;Greve;2021-05-25;9
259;Køge;2021-05-25;9
260;Halsnæs;2021-05-25;5
265;Roskilde;2021-05-25;14
269;Solrød;2021-05-25;4
270;Gribskov;2021-05-25;9
306;Odsherred;2021-05-25;9
316;Holbæk;2021-05-25;18
320;Faxe;2021-05-25;5
326;Kalundborg;2021-05-25;1
329;Ringsted;2021-05-25;9
330;Slagelse;2021-05-25;6
336;Stevns;2021-05-25;1
340;Sorø;2021-05-25;1
350;Lejre;2021-05-25;10
370;Næstved;2021-05-25;23
376;Guldborgsund;2021-05-25;4
390;Vordingborg;2021-05-25;5
400;Bornholm;2021-05-25;1
410;Middelfart;2021-05-25;2
420;Assens;2021-05-25;1
430;Faaborg-Midtfyn;2021-05-25;2
440;Kerteminde;2021-05-25;2
450;Nyborg;2021-05-25;2
461;Odense;2021-05-25;42
479;Svendborg;2021-05-25;2
480;Nordfyn;2021-05-25;4
482;Langeland;2021-05-25;2
510;Haderslev;2021-05-25;4
530;Billund;2021-05-25;6
540;Sønderborg;2021-05-25;19
550;Tønder;2021-05-25;9
561;Esbjerg;2021-05-25;12
573;Varde;2021-05-25;3
575;Vejen;2021-05-25;14
580;Aabenraa;2021-05-25;2
607;Fredericia;2021-05-25;10
615;Horsens;2021-05-25;11
621;Kolding;2021-05-25;9
630;Vejle;2021-05-25;22
657;Herning;2021-05-25;6
661;Holstebro;2021-05-25;14
671;Struer;2021-05-25;1
706;Syddjurs;2021-05-25;1
707;Norddjurs;2021-05-25;4
710;Favrskov;2021-05-25;14
727;Odder;2021-05-25;1
730;Randers;2021-05-25;9
740;Silkeborg;2021-05-25;28
741;Samsø;2021-05-25;1
746;Skanderborg;2021-05-25;9
751;Århus;2021-05-25;76
756;Ikast-Brande;2021-05-25;9
760;Ringkøbing-Skjern;2021-05-25;5
766;Hedensted;2021-05-25;9
779;Skive;2021-05-25;15
787;Thisted;2021-05-25;3
791;Viborg;2021-05-25;9
810;Brønderslev;2021-05-25;4
813;Frederikshavn;2021-05-25;4
820;Vesthimmerland;2021-05-25;4
840;Rebild;2021-05-25;12
846;Mariagerfjord;2021-05-25;5
849;Jammerbugt;2021-05-25;8
851;Aalborg;2021-05-25;108
860;Hjørring;2021-05-25;4
101;København;2021-05-26;249
147;Frederiksberg;2021-05-26;45
151;Ballerup;2021-05-26;7
153;Brøndby;2021-05-26;6
155;Dragør;2021-05-26;13
157;Gentofte;2021-05-26;19
159;Gladsaxe;2021-05-26;17
161;Glostrup;2021-05-26;6
163;Herlev;2021-05-26;8
165;Albertslund;2021-05-26;10
167;Hvidovre;2021-05-26;23
169;Høje Tåstrup;2021-05-26;11
173;Lyngby-Taarbæk;2021-05-26;11
175;Rødovre;2021-05-26;9
183;Ishøj;2021-05-26;4
185;Tårnby;2021-05-26;7
187;Vallensbæk;2021-05-26;4
190;Furesø;2021-05-26;8
201;Allerød;2021-05-26;6
210;Fredensborg;2021-05-26;5
217;Helsingør;2021-05-26;13
219;Hillerød;2021-05-26;11
223;Hørsholm;2021-05-26;2
230;Rudersdal;2021-05-26;17
240;Egedal;2021-05-26;10
250;Frederikssund;2021-05-26;4
253;Greve;2021-05-26;13
259;Køge;2021-05-26;5
260;Halsnæs;2021-05-26;2
265;Roskilde;2021-05-26;11
269;Solrød;2021-05-26;9
270;Gribskov;2021-05-26;14
306;Odsherred;2021-05-26;6
316;Holbæk;2021-05-26;15
320;Faxe;2021-05-26;8
326;Kalundborg;2021-05-26;1
329;Ringsted;2021-05-26;5
330;Slagelse;2021-05-26;7
336;Stevns;2021-05-26;2
340;Sorø;2021-05-26;5
350;Lejre;2021-05-26;5
360;Lolland;2021-05-26;1
370;Næstved;2021-05-26;23
376;Guldborgsund;2021-05-26;7
390;Vordingborg;2021-05-26;5
400;Bornholm;2021-05-26;2
410;Middelfart;2021-05-26;2
420;Assens;2021-05-26;3
430;Faaborg-Midtfyn;2021-05-26;9
440;Kerteminde;2021-05-26;2
450;Nyborg;2021-05-26;4
461;Odense;2021-05-26;26
479;Svendborg;2021-05-26;6
510;Haderslev;2021-05-26;1
530;Billund;2021-05-26;2
540;Sønderborg;2021-05-26;9
550;Tønder;2021-05-26;10
561;Esbjerg;2021-05-26;26
575;Vejen;2021-05-26;15
580;Aabenraa;2021-05-26;3
607;Fredericia;2021-05-26;8
615;Horsens;2021-05-26;4
621;Kolding;2021-05-26;6
630;Vejle;2021-05-26;24
657;Herning;2021-05-26;12
661;Holstebro;2021-05-26;7
671;Struer;2021-05-26;5
707;Norddjurs;2021-05-26;9
710;Favrskov;2021-05-26;4
727;Odder;2021-05-26;2
730;Randers;2021-05-26;6
740;Silkeborg;2021-05-26;11
741;Samsø;2021-05-26;2
746;Skanderborg;2021-05-26;5
751;Århus;2021-05-26;64
756;Ikast-Brande;2021-05-26;9
760;Ringkøbing-Skjern;2021-05-26;5
766;Hedensted;2021-05-26;11
773;Morsø;2021-05-26;1
779;Skive;2021-05-26;12
787;Thisted;2021-05-26;10
791;Viborg;2021-05-26;8
810;Brønderslev;2021-05-26;6
813;Frederikshavn;2021-05-26;7
840;Rebild;2021-05-26;10
846;Mariagerfjord;2021-05-26;10
849;Jammerbugt;2021-05-26;12
851;Aalborg;2021-05-26;125
860;Hjørring;2021-05-26;6
101;København;2021-05-27;193
147;Frederiksberg;2021-05-27;35
151;Ballerup;2021-05-27;7
153;Brøndby;2021-05-27;8
155;Dragør;2021-05-27;5
157;Gentofte;2021-05-27;14
159;Gladsaxe;2021-05-27;14
161;Glostrup;2021-05-27;8
163;Herlev;2021-05-27;4
165;Albertslund;2021-05-27;4
167;Hvidovre;2021-05-27;14
169;Høje Tåstrup;2021-05-27;6
173;Lyngby-Taarbæk;2021-05-27;19
175;Rødovre;2021-05-27;8
183;Ishøj;2021-05-27;6
185;Tårnby;2021-05-27;6
187;Vallensbæk;2021-05-27;7
190;Furesø;2021-05-27;3
201;Allerød;2021-05-27;3
210;Fredensborg;2021-05-27;7
217;Helsingør;2021-05-27;7
219;Hillerød;2021-05-27;9
223;Hørsholm;2021-05-27;2
230;Rudersdal;2021-05-27;11
240;Egedal;2021-05-27;6
250;Frederikssund;2021-05-27;5
253;Greve;2021-05-27;14
259;Køge;2021-05-27;10
260;Halsnæs;2021-05-27;5
265;Roskilde;2021-05-27;19
269;Solrød;2021-05-27;4
270;Gribskov;2021-05-27;12
306;Odsherred;2021-05-27;8
316;Holbæk;2021-05-27;6
320;Faxe;2021-05-27;3
326;Kalundborg;2021-05-27;4
329;Ringsted;2021-05-27;3
330;Slagelse;2021-05-27;12
336;Stevns;2021-05-27;2
340;Sorø;2021-05-27;1
350;Lejre;2021-05-27;5
360;Lolland;2021-05-27;4
370;Næstved;2021-05-27;21
376;Guldborgsund;2021-05-27;5
390;Vordingborg;2021-05-27;6
400;Bornholm;2021-05-27;6
410;Middelfart;2021-05-27;2
420;Assens;2021-05-27;2
430;Faaborg-Midtfyn;2021-05-27;5
440;Kerteminde;2021-05-27;1
450;Nyborg;2021-05-27;4
461;Odense;2021-05-27;40
479;Svendborg;2021-05-27;4
480;Nordfyn;2021-05-27;4
530;Billund;2021-05-27;6
540;Sønderborg;2021-05-27;6
550;Tønder;2021-05-27;3
561;Esbjerg;2021-05-27;15
563;Fanø;2021-05-27;1
573;Varde;2021-05-27;2
575;Vejen;2021-05-27;6
580;Aabenraa;2021-05-27;1
607;Fredericia;2021-05-27;10
615;Horsens;2021-05-27;5
621;Kolding;2021-05-27;2
630;Vejle;2021-05-27;17
657;Herning;2021-05-27;10
661;Holstebro;2021-05-27;11
665;Lemvig;2021-05-27;1
671;Struer;2021-05-27;4
706;Syddjurs;2021-05-27;5
707;Norddjurs;2021-05-27;4
710;Favrskov;2021-05-27;4
727;Odder;2021-05-27;1
730;Randers;2021-05-27;11
740;Silkeborg;2021-05-27;12
741;Samsø;2021-05-27;3
746;Skanderborg;2021-05-27;3
751;Århus;2021-05-27;80
756;Ikast-Brande;2021-05-27;7
760;Ringkøbing-Skjern;2021-05-27;2
766;Hedensted;2021-05-27;7
779;Skive;2021-05-27;17
787;Thisted;2021-05-27;3
791;Viborg;2021-05-27;4
810;Brønderslev;2021-05-27;4
813;Frederikshavn;2021-05-27;6
820;Vesthimmerland;2021-05-27;2
840;Rebild;2021-05-27;4
846;Mariagerfjord;2021-05-27;11
849;Jammerbugt;2021-05-27;8
851;Aalborg;2021-05-27;64
860;Hjørring;2021-05-27;5
101;København;2021-05-28;149
147;Frederiksberg;2021-05-28;24
151;Ballerup;2021-05-28;3
153;Brøndby;2021-05-28;9
155;Dragør;2021-05-28;3
157;Gentofte;2021-05-28;22
159;Gladsaxe;2021-05-28;9
161;Glostrup;2021-05-28;5
163;Herlev;2021-05-28;4
165;Albertslund;2021-05-28;4
167;Hvidovre;2021-05-28;6
169;Høje Tåstrup;2021-05-28;7
173;Lyngby-Taarbæk;2021-05-28;25
175;Rødovre;2021-05-28;6
183;Ishøj;2021-05-28;5
185;Tårnby;2021-05-28;8
187;Vallensbæk;2021-05-28;2
190;Furesø;2021-05-28;3
201;Allerød;2021-05-28;7
210;Fredensborg;2021-05-28;8
217;Helsingør;2021-05-28;7
219;Hillerød;2021-05-28;8
223;Hørsholm;2021-05-28;6
230;Rudersdal;2021-05-28;16
240;Egedal;2021-05-28;9
250;Frederikssund;2021-05-28;6
253;Greve;2021-05-28;14
259;Køge;2021-05-28;11
260;Halsnæs;2021-05-28;4
265;Roskilde;2021-05-28;9
269;Solrød;2021-05-28;9
270;Gribskov;2021-05-28;5
306;Odsherred;2021-05-28;11
316;Holbæk;2021-05-28;9
320;Faxe;2021-05-28;7
326;Kalundborg;2021-05-28;5
329;Ringsted;2021-05-28;4
330;Slagelse;2021-05-28;10
336;Stevns;2021-05-28;2
340;Sorø;2021-05-28;2
350;Lejre;2021-05-28;5
370;Næstved;2021-05-28;8
376;Guldborgsund;2021-05-28;2
390;Vordingborg;2021-05-28;4
410;Middelfart;2021-05-28;3
420;Assens;2021-05-28;4
430;Faaborg-Midtfyn;2021-05-28;6
440;Kerteminde;2021-05-28;1
450;Nyborg;2021-05-28;7
461;Odense;2021-05-28;49
479;Svendborg;2021-05-28;1
480;Nordfyn;2021-05-28;7
530;Billund;2021-05-28;2
540;Sønderborg;2021-05-28;5
550;Tønder;2021-05-28;4
561;Esbjerg;2021-05-28;14
575;Vejen;2021-05-28;2
580;Aabenraa;2021-05-28;3
607;Fredericia;2021-05-28;3
615;Horsens;2021-05-28;10
621;Kolding;2021-05-28;3
630;Vejle;2021-05-28;26
657;Herning;2021-05-28;12
661;Holstebro;2021-05-28;6
706;Syddjurs;2021-05-28;8
707;Norddjurs;2021-05-28;10
710;Favrskov;2021-05-28;6
727;Odder;2021-05-28;3
730;Randers;2021-05-28;6
740;Silkeborg;2021-05-28;16
741;Samsø;2021-05-28;1
746;Skanderborg;2021-05-28;15
751;Århus;2021-05-28;69
756;Ikast-Brande;2021-05-28;3
760;Ringkøbing-Skjern;2021-05-28;3
766;Hedensted;2021-05-28;1
779;Skive;2021-05-28;9
787;Thisted;2021-05-28;2
791;Viborg;2021-05-28;2
810;Brønderslev;2021-05-28;4
813;Frederikshavn;2021-05-28;5
820;Vesthimmerland;2021-05-28;2
840;Rebild;2021-05-28;1
846;Mariagerfjord;2021-05-28;10
849;Jammerbugt;2021-05-28;7
851;Aalborg;2021-05-28;83
101;København;2021-05-29;153
147;Frederiksberg;2021-05-29;17
151;Ballerup;2021-05-29;4
153;Brøndby;2021-05-29;3
155;Dragør;2021-05-29;2
157;Gentofte;2021-05-29;16
159;Gladsaxe;2021-05-29;6
161;Glostrup;2021-05-29;1
163;Herlev;2021-05-29;5
165;Albertslund;2021-05-29;6
167;Hvidovre;2021-05-29;13
169;Høje Tåstrup;2021-05-29;15
173;Lyngby-Taarbæk;2021-05-29;9
175;Rødovre;2021-05-29;17
183;Ishøj;2021-05-29;4
185;Tårnby;2021-05-29;7
187;Vallensbæk;2021-05-29;1
190;Furesø;2021-05-29;3
201;Allerød;2021-05-29;4
210;Fredensborg;2021-05-29;3
217;Helsingør;2021-05-29;3
219;Hillerød;2021-05-29;11
223;Hørsholm;2021-05-29;4
230;Rudersdal;2021-05-29;12
240;Egedal;2021-05-29;5
250;Frederikssund;2021-05-29;8
253;Greve;2021-05-29;11
259;Køge;2021-05-29;5
265;Roskilde;2021-05-29;12
269;Solrød;2021-05-29;2
270;Gribskov;2021-05-29;15
306;Odsherred;2021-05-29;3
316;Holbæk;2021-05-29;9
320;Faxe;2021-05-29;1
326;Kalundborg;2021-05-29;1
329;Ringsted;2021-05-29;2
330;Slagelse;2021-05-29;11
336;Stevns;2021-05-29;1
340;Sorø;2021-05-29;1
350;Lejre;2021-05-29;5
360;Lolland;2021-05-29;1
370;Næstved;2021-05-29;7
376;Guldborgsund;2021-05-29;6
390;Vordingborg;2021-05-29;3
400;Bornholm;2021-05-29;6
410;Middelfart;2021-05-29;1
420;Assens;2021-05-29;4
430;Faaborg-Midtfyn;2021-05-29;7
440;Kerteminde;2021-05-29;3
450;Nyborg;2021-05-29;3
461;Odense;2021-05-29;31
479;Svendborg;2021-05-29;2
480;Nordfyn;2021-05-29;5
482;Langeland;2021-05-29;2
510;Haderslev;2021-05-29;2
530;Billund;2021-05-29;5
540;Sønderborg;2021-05-29;8
550;Tønder;2021-05-29;3
561;Esbjerg;2021-05-29;12
573;Varde;2021-05-29;3
575;Vejen;2021-05-29;5
607;Fredericia;2021-05-29;4
615;Horsens;2021-05-29;6
621;Kolding;2021-05-29;3
630;Vejle;2021-05-29;15
657;Herning;2021-05-29;5
661;Holstebro;2021-05-29;4
671;Struer;2021-05-29;2
706;Syddjurs;2021-05-29;2
707;Norddjurs;2021-05-29;4
710;Favrskov;2021-05-29;6
727;Odder;2021-05-29;1
730;Randers;2021-05-29;6
740;Silkeborg;2021-05-29;8
741;Samsø;2021-05-29;1
746;Skanderborg;2021-05-29;11
751;Århus;2021-05-29;71
756;Ikast-Brande;2021-05-29;1
760;Ringkøbing-Skjern;2021-05-29;1
766;Hedensted;2021-05-29;1
773;Morsø;2021-05-29;1
779;Skive;2021-05-29;10
787;Thisted;2021-05-29;8
791;Viborg;2021-05-29;7
810;Brønderslev;2021-05-29;5
813;Frederikshavn;2021-05-29;7
820;Vesthimmerland;2021-05-29;2
840;Rebild;2021-05-29;5
846;Mariagerfjord;2021-05-29;4
849;Jammerbugt;2021-05-29;8
851;Aalborg;2021-05-29;61
860;Hjørring;2021-05-29;9
101;København;2021-05-30;134
147;Frederiksberg;2021-05-30;22
151;Ballerup;2021-05-30;2
153;Brøndby;2021-05-30;11
155;Dragør;2021-05-30;14
157;Gentofte;2021-05-30;5
159;Gladsaxe;2021-05-30;13
161;Glostrup;2021-05-30;3
163;Herlev;2021-05-30;8
165;Albertslund;2021-05-30;4
167;Hvidovre;2021-05-30;12
169;Høje Tåstrup;2021-05-30;12
173;Lyngby-Taarbæk;2021-05-30;12
175;Rødovre;2021-05-30;12
183;Ishøj;2021-05-30;4
185;Tårnby;2021-05-30;4
187;Vallensbæk;2021-05-30;2
190;Furesø;2021-05-30;4
201;Allerød;2021-05-30;8
210;Fredensborg;2021-05-30;2
217;Helsingør;2021-05-30;1
219;Hillerød;2021-05-30;8
223;Hørsholm;2021-05-30;3
230;Rudersdal;2021-05-30;9
240;Egedal;2021-05-30;10
250;Frederikssund;2021-05-30;1
253;Greve;2021-05-30;8
259;Køge;2021-05-30;8
265;Roskilde;2021-05-30;20
269;Solrød;2021-05-30;3
270;Gribskov;2021-05-30;14
306;Odsherred;2021-05-30;4
316;Holbæk;2021-05-30;5
320;Faxe;2021-05-30;2
326;Kalundborg;2021-05-30;1
329;Ringsted;2021-05-30;2
330;Slagelse;2021-05-30;6
340;Sorø;2021-05-30;1
350;Lejre;2021-05-30;3
360;Lolland;2021-05-30;2
370;Næstved;2021-05-30;14
376;Guldborgsund;2021-05-30;2
390;Vordingborg;2021-05-30;1
400;Bornholm;2021-05-30;1
410;Middelfart;2021-05-30;1
420;Assens;2021-05-30;3
430;Faaborg-Midtfyn;2021-05-30;1
440;Kerteminde;2021-05-30;1
450;Nyborg;2021-05-30;3
461;Odense;2021-05-30;28
479;Svendborg;2021-05-30;3
480;Nordfyn;2021-05-30;3
482;Langeland;2021-05-30;1
510;Haderslev;2021-05-30;1
530;Billund;2021-05-30;2
540;Sønderborg;2021-05-30;2
550;Tønder;2021-05-30;4
561;Esbjerg;2021-05-30;16
563;Fanø;2021-05-30;1
573;Varde;2021-05-30;3
575;Vejen;2021-05-30;5
580;Aabenraa;2021-05-30;1
607;Fredericia;2021-05-30;3
615;Horsens;2021-05-30;10
621;Kolding;2021-05-30;6
630;Vejle;2021-05-30;22
657;Herning;2021-05-30;14
661;Holstebro;2021-05-30;4
665;Lemvig;2021-05-30;1
671;Struer;2021-05-30;1
706;Syddjurs;2021-05-30;4
707;Norddjurs;2021-05-30;6
710;Favrskov;2021-05-30;4
727;Odder;2021-05-30;1
730;Randers;2021-05-30;12
740;Silkeborg;2021-05-30;7
746;Skanderborg;2021-05-30;4
751;Århus;2021-05-30;86
756;Ikast-Brande;2021-05-30;1
760;Ringkøbing-Skjern;2021-05-30;3
766;Hedensted;2021-05-30;3
779;Skive;2021-05-30;5
787;Thisted;2021-05-30;2
791;Viborg;2021-05-30;1
810;Brønderslev;2021-05-30;3
813;Frederikshavn;2021-05-30;7
820;Vesthimmerland;2021-05-30;3
840;Rebild;2021-05-30;7
846;Mariagerfjord;2021-05-30;5
849;Jammerbugt;2021-05-30;6
851;Aalborg;2021-05-30;84
860;Hjørring;2021-05-30;6
101;København;2021-05-31;168
147;Frederiksberg;2021-05-31;41
151;Ballerup;2021-05-31;8
153;Brøndby;2021-05-31;8
155;Dragør;2021-05-31;10
157;Gentofte;2021-05-31;14
159;Gladsaxe;2021-05-31;17
161;Glostrup;2021-05-31;6
163;Herlev;2021-05-31;6
165;Albertslund;2021-05-31;4
167;Hvidovre;2021-05-31;9
169;Høje Tåstrup;2021-05-31;17
173;Lyngby-Taarbæk;2021-05-31;10
175;Rødovre;2021-05-31;10
183;Ishøj;2021-05-31;8
185;Tårnby;2021-05-31;8
187;Vallensbæk;2021-05-31;4
190;Furesø;2021-05-31;7
201;Allerød;2021-05-31;3
210;Fredensborg;2021-05-31;6
217;Helsingør;2021-05-31;7
219;Hillerød;2021-05-31;10
223;Hørsholm;2021-05-31;3
230;Rudersdal;2021-05-31;6
240;Egedal;2021-05-31;7
250;Frederikssund;2021-05-31;7
253;Greve;2021-05-31;8
259;Køge;2021-05-31;10
260;Halsnæs;2021-05-31;4
265;Roskilde;2021-05-31;9
269;Solrød;2021-05-31;3
270;Gribskov;2021-05-31;16
306;Odsherred;2021-05-31;10
316;Holbæk;2021-05-31;4
320;Faxe;2021-05-31;4
326;Kalundborg;2021-05-31;4
329;Ringsted;2021-05-31;1
330;Slagelse;2021-05-31;7
336;Stevns;2021-05-31;2
340;Sorø;2021-05-31;1
350;Lejre;2021-05-31;6
360;Lolland;2021-05-31;3
370;Næstved;2021-05-31;22
376;Guldborgsund;2021-05-31;3
390;Vordingborg;2021-05-31;3
400;Bornholm;2021-05-31;5
410;Middelfart;2021-05-31;3
420;Assens;2021-05-31;2
430;Faaborg-Midtfyn;2021-05-31;3
440;Kerteminde;2021-05-31;4
450;Nyborg;2021-05-31;5
461;Odense;2021-05-31;39
479;Svendborg;2021-05-31;4
480;Nordfyn;2021-05-31;2
510;Haderslev;2021-05-31;3
530;Billund;2021-05-31;1
540;Sønderborg;2021-05-31;6
550;Tønder;2021-05-31;4
561;Esbjerg;2021-05-31;13
575;Vejen;2021-05-31;6
580;Aabenraa;2021-05-31;2
607;Fredericia;2021-05-31;9
615;Horsens;2021-05-31;5
621;Kolding;2021-05-31;3
630;Vejle;2021-05-31;26
657;Herning;2021-05-31;7
661;Holstebro;2021-05-31;9
706;Syddjurs;2021-05-31;8
707;Norddjurs;2021-05-31;10
710;Favrskov;2021-05-31;3
727;Odder;2021-05-31;2
730;Randers;2021-05-31;25
740;Silkeborg;2021-05-31;8
741;Samsø;2021-05-31;3
746;Skanderborg;2021-05-31;6
751;Århus;2021-05-31;85
756;Ikast-Brande;2021-05-31;4
760;Ringkøbing-Skjern;2021-05-31;3
773;Morsø;2021-05-31;1
779;Skive;2021-05-31;8
787;Thisted;2021-05-31;3
791;Viborg;2021-05-31;4
810;Brønderslev;2021-05-31;9
813;Frederikshavn;2021-05-31;13
820;Vesthimmerland;2021-05-31;14
840;Rebild;2021-05-31;6
846;Mariagerfjord;2021-05-31;12
849;Jammerbugt;2021-05-31;5
851;Aalborg;2021-05-31;81
860;Hjørring;2021-05-31;8
101;København;2021-06-01;208
147;Frederiksberg;2021-06-01;32
151;Ballerup;2021-06-01;7
153;Brøndby;2021-06-01;8
155;Dragør;2021-06-01;7
157;Gentofte;2021-06-01;29
159;Gladsaxe;2021-06-01;15
161;Glostrup;2021-06-01;3
163;Herlev;2021-06-01;12
165;Albertslund;2021-06-01;6
167;Hvidovre;2021-06-01;8
169;Høje Tåstrup;2021-06-01;21
173;Lyngby-Taarbæk;2021-06-01;15
175;Rødovre;2021-06-01;15
183;Ishøj;2021-06-01;9
185;Tårnby;2021-06-01;7
187;Vallensbæk;2021-06-01;2
190;Furesø;2021-06-01;5
201;Allerød;2021-06-01;5
210;Fredensborg;2021-06-01;5
217;Helsingør;2021-06-01;6
219;Hillerød;2021-06-01;13
223;Hørsholm;2021-06-01;10
230;Rudersdal;2021-06-01;16
240;Egedal;2021-06-01;16
250;Frederikssund;2021-06-01;4
253;Greve;2021-06-01;7
259;Køge;2021-06-01;9
260;Halsnæs;2021-06-01;1
265;Roskilde;2021-06-01;19
269;Solrød;2021-06-01;4
270;Gribskov;2021-06-01;12
306;Odsherred;2021-06-01;5
316;Holbæk;2021-06-01;6
320;Faxe;2021-06-01;5
329;Ringsted;2021-06-01;4
330;Slagelse;2021-06-01;13
336;Stevns;2021-06-01;5
340;Sorø;2021-06-01;2
350;Lejre;2021-06-01;2
360;Lolland;2021-06-01;2
370;Næstved;2021-06-01;14
376;Guldborgsund;2021-06-01;1
390;Vordingborg;2021-06-01;3
410;Middelfart;2021-06-01;3
420;Assens;2021-06-01;3
430;Faaborg-Midtfyn;2021-06-01;2
450;Nyborg;2021-06-01;2
461;Odense;2021-06-01;23
479;Svendborg;2021-06-01;2
480;Nordfyn;2021-06-01;2
510;Haderslev;2021-06-01;1
530;Billund;2021-06-01;8
540;Sønderborg;2021-06-01;6
550;Tønder;2021-06-01;5
561;Esbjerg;2021-06-01;13
563;Fanø;2021-06-01;1
573;Varde;2021-06-01;2
575;Vejen;2021-06-01;12
580;Aabenraa;2021-06-01;2
607;Fredericia;2021-06-01;5
615;Horsens;2021-06-01;11
621;Kolding;2021-06-01;7
630;Vejle;2021-06-01;29
657;Herning;2021-06-01;9
661;Holstebro;2021-06-01;4
665;Lemvig;2021-06-01;1
671;Struer;2021-06-01;2
706;Syddjurs;2021-06-01;4
707;Norddjurs;2021-06-01;8
710;Favrskov;2021-06-01;3
730;Randers;2021-06-01;34
740;Silkeborg;2021-06-01;4
746;Skanderborg;2021-06-01;16
751;Århus;2021-06-01;76
756;Ikast-Brande;2021-06-01;3
760;Ringkøbing-Skjern;2021-06-01;7
766;Hedensted;2021-06-01;4
779;Skive;2021-06-01;7
787;Thisted;2021-06-01;4
791;Viborg;2021-06-01;5
810;Brønderslev;2021-06-01;4
813;Frederikshavn;2021-06-01;22
820;Vesthimmerland;2021-06-01;4
840;Rebild;2021-06-01;7
846;Mariagerfjord;2021-06-01;6
849;Jammerbugt;2021-06-01;12
851;Aalborg;2021-06-01;101
860;Hjørring;2021-06-01;14
101;København;2021-06-02;177
147;Frederiksberg;2021-06-02;24
151;Ballerup;2021-06-02;20
153;Brøndby;2021-06-02;8
155;Dragør;2021-06-02;4
157;Gentofte;2021-06-02;9
159;Gladsaxe;2021-06-02;12
161;Glostrup;2021-06-02;4
163;Herlev;2021-06-02;5
165;Albertslund;2021-06-02;5
167;Hvidovre;2021-06-02;9
169;Høje Tåstrup;2021-06-02;7
173;Lyngby-Taarbæk;2021-06-02;9
175;Rødovre;2021-06-02;16
183;Ishøj;2021-06-02;6
185;Tårnby;2021-06-02;18
187;Vallensbæk;2021-06-02;3
190;Furesø;2021-06-02;4
201;Allerød;2021-06-02;5
210;Fredensborg;2021-06-02;2
217;Helsingør;2021-06-02;6
219;Hillerød;2021-06-02;12
223;Hørsholm;2021-06-02;5
230;Rudersdal;2021-06-02;17
240;Egedal;2021-06-02;7
250;Frederikssund;2021-06-02;6
253;Greve;2021-06-02;8
259;Køge;2021-06-02;8
260;Halsnæs;2021-06-02;2
265;Roskilde;2021-06-02;15
269;Solrød;2021-06-02;1
270;Gribskov;2021-06-02;6
306;Odsherred;2021-06-02;5
316;Holbæk;2021-06-02;5
320;Faxe;2021-06-02;9
326;Kalundborg;2021-06-02;2
329;Ringsted;2021-06-02;6
330;Slagelse;2021-06-02;12
336;Stevns;2021-06-02;1
340;Sorø;2021-06-02;3
350;Lejre;2021-06-02;5
370;Næstved;2021-06-02;18
390;Vordingborg;2021-06-02;3
400;Bornholm;2021-06-02;3
410;Middelfart;2021-06-02;2
420;Assens;2021-06-02;2
430;Faaborg-Midtfyn;2021-06-02;1
450;Nyborg;2021-06-02;1
461;Odense;2021-06-02;25
479;Svendborg;2021-06-02;3
510;Haderslev;2021-06-02;4
530;Billund;2021-06-02;3
540;Sønderborg;2021-06-02;3
550;Tønder;2021-06-02;1
561;Esbjerg;2021-06-02;7
573;Varde;2021-06-02;2
575;Vejen;2021-06-02;9
607;Fredericia;2021-06-02;2
615;Horsens;2021-06-02;13
621;Kolding;2021-06-02;2
630;Vejle;2021-06-02;11
657;Herning;2021-06-02;7
661;Holstebro;2021-06-02;8
671;Struer;2021-06-02;2
706;Syddjurs;2021-06-02;6
707;Norddjurs;2021-06-02;7
710;Favrskov;2021-06-02;6
730;Randers;2021-06-02;34
740;Silkeborg;2021-06-02;7
746;Skanderborg;2021-06-02;5
751;Århus;2021-06-02;73
