iteration,random_seed,method,number_cluster,silhouette_score,ch_score,model_specific_score,db_score
5,55,gmm_full,5,0.03909899813760688,4713.119116712562,-136940.07439279585,4.007759463401558
5,55,gmm_full,6,0.031762697913675884,4867.161162090229,-137771.6601372198,2.6767407486631876
5,55,gmm_full,7,0.021025545566094313,4358.869686868314,-139070.4410063854,3.334531234521726
5,55,kmeans,1,,,7733.3782829519605,
5,55,kmeans,2,0.2287628940948895,14515.943599818893,5962.06794607802,1.686071246596303
5,55,kmeans,3,0.21114114814388457,14427.81942974409,4920.7809720974565,1.4349203849202625
5,55,kmeans,4,0.19370318302741485,12629.304880309448,4393.148221173319,1.4922964505759628
5,55,kmeans,5,0.19745537638003477,11743.238717694028,3980.372548300461,1.43241547175533
5,55,kmeans,6,0.17293606378542944,10868.982648468877,3709.643481584185,1.5242735122362177
5,55,kmeans,7,0.17594297031810244,10255.799958595984,3461.740389667835,1.4423276817316322
6,74,gmm_full,1,,,-70273.37255017369,
6,74,gmm_full,2,0.2166775837074692,10381.358804325311,-91636.93613049168,1.9675407801907665
6,74,gmm_full,3,0.12168288315829824,8635.39895745948,-94817.83117289573,1.9441398127946525
6,74,gmm_full,4,0.055019560349097635,5669.626257726152,-134713.75586483855,3.442275755021721
6,74,gmm_full,5,0.060181809230533984,5465.128219807867,-136070.10466515998,2.8269693268337512
6,74,gmm_full,6,0.042412907585630176,4499.2640088840735,-138997.2486836341,3.584401538826983
6,74,gmm_full,7,0.021095153232231406,4663.367011480552,-138059.13123995197,2.612822225761861
6,74,kmeans,1,,,7733.3782829519605,
6,74,kmeans,2,0.22862068313718897,14515.65658377179,5962.0646908641975,1.6863524248792154
6,74,kmeans,3,0.21113953807103056,14424.793817228105,4920.786086007055,1.4351301319714258
6,74,kmeans,4,0.19371473361480965,12628.806797286157,4393.145058713637,1.4923113710423825
6,74,kmeans,5,0.1975516564059164,11742.366959777586,3980.332511877784,1.431991756309288
6,74,kmeans,6,0.1727930698428656,10864.35260932377,3709.7686747333,1.5232104256906311
6,74,kmeans,7,0.17790973550278213,10307.232572486702,3460.931600576788,1.4621548487333518
7,118,gmm_full,1,,,-70273.37255017369,
7,118,gmm_full,2,0.21660771702127554,10383.357440117989,-91636.6224108889,1.9674707541086682
7,118,gmm_full,3,0.12189465367786684,8633.988954141898,-94829.29199576536,1.9472350160439287
7,118,gmm_full,4,0.054237268416746524,5429.890988465078,-134973.32127720283,3.4433745651026593
7,118,gmm_full,5,0.060233581039276146,5465.946622952119,-136072.41884921314,2.826696386659841
7,118,gmm_full,6,0.03291385135884008,4881.257493322063,-138042.13198486535,2.665969236637219
7,118,gmm_full,7,0.021901965386918135,4699.42621684251,-137990.95330805093,2.604454739967172
7,118,kmeans,1,,,7733.3782829519605,
7,118,kmeans,2,0.22850591479041474,14515.087470855318,5962.062930892565,1.6866544945473991
7,118,kmeans,3,0.21111323677254284,14424.574571641711,4920.781855642429,1.4348551435800416
7,118,kmeans,4,0.19371815545298615,12629.19279743181,4393.152016939541,1.4925208589311696
7,118,kmeans,5,0.19815774379487355,11740.329189049833,3980.322299182946,1.4299487539324391
7,118,kmeans,6,0.17370202377855376,10877.9353986036,3709.6546208092277,1.5232876407679974
7,118,kmeans,7,0.17777885206801353,10307.472039697543,3460.881629877308,1.462517557211942
8,128,gmm_full,1,,,-70273.37255017369,
8,128,gmm_full,2,0.21659956244176112,10383.651653641782,-91636.54907399393,1.9674573462816705
8,128,gmm_full,3,0.12196055382362363,8634.569033782152,-94830.10361107107,1.946900692215925
8,128,gmm_full,4,0.055054998309148055,5672.284132514143,-134710.88841139746,3.4415423214194503
8,128,gmm_full,5,0.0602094911159664,5464.714911068235,-136071.4006910578,2.8265529876938738
8,128,gmm_full,6,0.033659395580864254,4915.855434337664,-137949.98003635326,2.6488517157381906
8,128,gmm_full,7,0.018316740467530988,4661.425148198113,-138048.76662174004,2.5592919611965104
8,128,kmeans,1,,,7733.3782829519605,
8,128,kmeans,2,0.22851696754782191,14515.52726733371,5962.067553587176,1.6866095149806397
8,128,kmeans,3,0.21113529469785133,14424.94897965381,4920.787991898747,1.435075548643038
8,128,kmeans,4,0.19373295946594038,12627.661758179229,4393.1443476131235,1.4922366761616603
8,128,kmeans,5,0.19768361050046024,11743.028168783449,3980.2753205132603,1.4317713935490175
8,128,kmeans,6,0.17408297897234012,10874.547379247677,3709.638317096541,1.5224970751069675
8,128,kmeans,7,0.17777867824957588,10306.010965404967,3460.9341695102758,1.463309724317504
9,54,gmm_full,1,,,-70273.37255017369,
9,54,gmm_full,2,0.2166775837074692,10381.358804325311,-91636.92567000474,1.9675407801907665
9,54,gmm_full,3,0.12199279970176886,8636.570649779416,-94830.83401615232,1.9467875503906604
9,54,gmm_full,4,0.05504079126754283,5668.412110975359,-134713.58914016985,3.441574627060211
9,54,gmm_full,5,0.059814557469491686,5450.344522524695,-136070.24227576947,2.830966712029825
9,54,gmm_full,6,0.03883224198435275,4437.93167589839,-138942.00637411248,3.494497500032382
9,54,gmm_full,7,0.018437785709331737,4662.812980724428,-138045.25570808357,2.5585688728569234
9,54,kmeans,1,,,7733.3782829519605,
9,54,kmeans,2,0.22872706028828976,14516.027989065069,5962.068581619507,1.6861281471222818
9,54,kmeans,3,0.21113529469785133,14424.94897965381,4920.787991898747,1.435075548643038
9,54,kmeans,4,0.19365969354363058,12629.97310940513,4393.161880329063,1.4921361590183497
9,54,kmeans,5,0.19788274324367372,11742.070919943386,3980.23675019141,1.4307830698977
9,54,kmeans,6,0.17286776324919126,10866.4093501382,3709.791386536953,1.523079376365238
9,54,kmeans,7,0.1777909392140815,10306.215453073002,3460.902596893633,1.4627900198768327
